"ID_DATA","DATA_COMPLETA","ANO","MES","DIA"
209,"26321",1972,1,23
210,"26362",1972,3,4
211,"26420",1972,5,1
212,"26433",1972,5,14
213,"26454",1972,6,4
214,"26482",1972,7,2
215,"26495",1972,7,15
216,"26510",1972,7,30
217,"26524",1972,8,13
218,"26552",1972,9,10
219,"26566",1972,9,24
220,"26580",1972,10,8
221,"26692",1973,1,28
222,"26706",1973,2,11
223,"26726",1973,3,3
224,"26783",1973,4,29
225,"26804",1973,5,20
226,"26818",1973,6,3
227,"26832",1973,6,17
228,"26846",1973,7,1
229,"26859",1973,7,14
230,"26874",1973,7,29
231,"26881",1973,8,5
232,"26895",1973,8,19
233,"26916",1973,9,9
234,"26930",1973,9,23
235,"26944",1973,10,7
236,"27042",1974,1,13
237,"27056",1974,1,27
238,"27118",1974,3,30
239,"27147",1974,4,28
240,"27161",1974,5,12
241,"27175",1974,5,26
242,"27189",1974,6,9
243,"27203",1974,6,23
244,"27217",1974,7,7
245,"27230",1974,7,20
246,"27245",1974,8,4
247,"27259",1974,8,18
248,"27280",1974,9,8
249,"27294",1974,9,22
250,"27308",1974,10,6
251,"27406",1975,1,12
252,"27420",1975,1,26
253,"27454",1975,3,1
254,"27511",1975,4,27
255,"27525",1975,5,11
256,"27539",1975,5,25
257,"27553",1975,6,8
258,"27567",1975,6,22
259,"27581",1975,7,6
260,"27594",1975,7,19
261,"27609",1975,8,3
262,"27623",1975,8,17
263,"27644",1975,9,7
264,"27672",1975,10,5
265,"27784",1976,1,25
266,"27825",1976,3,6
267,"27847",1976,3,28
268,"27882",1976,5,2
269,"27896",1976,5,16
270,"27910",1976,5,30
271,"27924",1976,6,13
272,"27945",1976,7,4
273,"27959",1976,7,18
274,"27973",1976,8,1
275,"27987",1976,8,15
276,"28001",1976,8,29
277,"28015",1976,9,12
278,"28036",1976,10,3
279,"28043",1976,10,10
280,"28057",1976,10,24
281,"28134",1977,1,9
282,"28148",1977,1,23
283,"28189",1977,3,5
284,"28218",1977,4,3
285,"28253",1977,5,8
286,"28267",1977,5,22
287,"28281",1977,6,5
288,"28295",1977,6,19
289,"28309",1977,7,3
290,"28322",1977,7,16
291,"28337",1977,7,31
292,"28351",1977,8,14
293,"28365",1977,8,28
294,"28379",1977,9,11
295,"28400",1977,10,2
296,"28407",1977,10,9
297,"28421",1977,10,23
298,"28505",1978,1,15
299,"28519",1978,1,29
300,"28553",1978,3,4
301,"28582",1978,4,2
302,"28617",1978,5,7
303,"28631",1978,5,21
304,"28645",1978,6,4
305,"28658",1978,6,17
306,"28673",1978,7,2
307,"28687",1978,7,16
308,"28701",1978,7,30
309,"28715",1978,8,13
310,"28729",1978,8,27
311,"28743",1978,9,10
312,"28764",1978,10,1
313,"28771",1978,10,8
314,"28876",1979,1,21
315,"28890",1979,2,4
316,"28917",1979,3,3
317,"28953",1979,4,8
318,"28974",1979,4,29
319,"28988",1979,5,13
320,"29002",1979,5,27
321,"29037",1979,7,1
322,"29050",1979,7,14
323,"29065",1979,7,29
324,"29079",1979,8,12
325,"29093",1979,8,26
326,"29107",1979,9,9
327,"29128",1979,9,30
328,"29135",1979,10,7
329,"29233",1980,1,13
330,"29247",1980,1,27
331,"29281",1980,3,1
332,"29310",1980,3,30
333,"29345",1980,5,4
334,"29359",1980,5,18
335,"29401",1980,6,29
336,"29415",1980,7,13
337,"29443",1980,8,10
338,"29450",1980,8,17
339,"29464",1980,8,31
340,"29478",1980,9,14
341,"29492",1980,9,28
342,"29499",1980,10,5
343,"29660",1981,3,15
344,"29674",1981,3,29
345,"29688",1981,4,12
346,"29709",1981,5,3
347,"29723",1981,5,17
348,"29737",1981,5,31
349,"29758",1981,6,21
350,"29772",1981,7,5
351,"29785",1981,7,18
352,"29800",1981,8,2
353,"29814",1981,8,16
354,"29828",1981,8,30
355,"29842",1981,9,13
356,"29856",1981,9,27
357,"29876",1981,10,17
358,"29974",1982,1,23
359,"30031",1982,3,21
360,"30045",1982,4,4
361,"30066",1982,4,25
362,"30080",1982,5,9
363,"30094",1982,5,23
364,"30108",1982,6,6
365,"30115",1982,6,13
366,"30135",1982,7,3
367,"30150",1982,7,18
368,"30157",1982,7,25
369,"30171",1982,8,8
370,"30178",1982,8,15
371,"30192",1982,8,29
372,"30206",1982,9,12
373,"30219",1982,9,25
374,"30388",1983,3,13
375,"30402",1983,3,27
376,"30423",1983,4,17
377,"30437",1983,5,1
378,"30451",1983,5,15
379,"30458",1983,5,22
380,"30472",1983,6,5
381,"30479",1983,6,12
382,"30513",1983,7,16
383,"30535",1983,8,7
384,"30542",1983,8,14
385,"30556",1983,8,28
386,"30570",1983,9,11
387,"30584",1983,9,25
388,"30604",1983,10,15
389,"30766",1984,3,25
390,"30779",1984,4,7
391,"30801",1984,4,29
392,"30808",1984,5,6
393,"30822",1984,5,20
394,"30836",1984,6,3
395,"30850",1984,6,17
396,"30857",1984,6,24
397,"30871",1984,7,8
398,"30885",1984,7,22
399,"30899",1984,8,5
400,"30913",1984,8,19
401,"30920",1984,8,26
402,"30934",1984,9,9
403,"30962",1984,10,7
404,"30976",1984,10,21
405,"31144",1985,4,7
406,"31158",1985,4,21
407,"31172",1985,5,5
408,"31186",1985,5,19
409,"31214",1985,6,16
410,"31221",1985,6,23
411,"31235",1985,7,7
412,"31249",1985,7,21
413,"31263",1985,8,4
414,"31277",1985,8,18
415,"31284",1985,8,25
416,"31298",1985,9,8
417,"31305",1985,9,15
418,"31326",1985,10,6
419,"31339",1985,10,19
420,"31354",1985,11,3
421,"31494",1986,3,23
422,"31515",1986,4,13
423,"31529",1986,4,27
424,"31543",1986,5,11
425,"31557",1986,5,25
426,"31578",1986,6,15
427,"31585",1986,6,22
428,"31599",1986,7,6
429,"31606",1986,7,13
430,"31620",1986,7,27
431,"31634",1986,8,10
432,"31641",1986,8,17
433,"31662",1986,9,7
434,"31676",1986,9,21
435,"31697",1986,10,12
436,"31711",1986,10,26
437,"31879",1987,4,12
438,"31900",1987,5,3
439,"31914",1987,5,17
440,"31928",1987,5,31
441,"31949",1987,6,21
442,"31963",1987,7,5
443,"31970",1987,7,12
444,"31984",1987,7,26
445,"31998",1987,8,9
446,"32005",1987,8,16
447,"32026",1987,9,6
448,"32040",1987,9,20
449,"32047",1987,9,27
450,"32068",1987,10,18
451,"32082",1987,11,1
452,"32096",1987,11,15
453,"32236",1988,4,3
454,"32264",1988,5,1
455,"32278",1988,5,15
456,"32292",1988,5,29
457,"32306",1988,6,12
458,"32313",1988,6,19
459,"32327",1988,7,3
460,"32334",1988,7,10
461,"32348",1988,7,24
462,"32362",1988,8,7
463,"32383",1988,8,28
464,"32397",1988,9,11
465,"32411",1988,9,25
466,"32418",1988,10,2
467,"32446",1988,10,30
468,"32460",1988,11,13
469,"32593",1989,3,26
470,"32621",1989,4,23
471,"32635",1989,5,7
472,"32656",1989,5,28
473,"32663",1989,6,4
474,"32677",1989,6,18
475,"32698",1989,7,9
476,"32705",1989,7,16
477,"32719",1989,7,30
478,"32733",1989,8,13
479,"32747",1989,8,27
480,"32761",1989,9,10
481,"32775",1989,9,24
482,"32782",1989,10,1
483,"32803",1989,10,22
484,"32817",1989,11,5
485,"32943",1990,3,11
486,"32957",1990,3,25
487,"33006",1990,5,13
488,"33020",1990,5,27
489,"33034",1990,6,10
490,"33048",1990,6,24
491,"33062",1990,7,8
492,"33069",1990,7,15
493,"33083",1990,7,29
494,"33097",1990,8,12
495,"33111",1990,8,26
496,"33125",1990,9,9
497,"33139",1990,9,23
498,"33146",1990,9,30
499,"33167",1990,10,21
500,"33181",1990,11,4
501,"33307",1991,3,10
502,"33321",1991,3,24
503,"33356",1991,4,28
504,"33370",1991,5,12
505,"33391",1991,6,2
506,"33405",1991,6,16
507,"33426",1991,7,7
508,"33433",1991,7,14
509,"33447",1991,7,28
510,"33461",1991,8,11
511,"33475",1991,8,25
512,"33489",1991,9,8
513,"33503",1991,9,22
514,"33510",1991,9,29
515,"33531",1991,10,20
516,"33545",1991,11,3
517,"33664",1992,3,1
518,"33685",1992,3,22
519,"33699",1992,4,5
520,"33727",1992,5,3
521,"33741",1992,5,17
522,"33755",1992,5,31
523,"33769",1992,6,14
524,"33790",1992,7,5
525,"33797",1992,7,12
526,"33811",1992,7,26
527,"33832",1992,8,16
528,"33846",1992,8,30
529,"33860",1992,9,13
530,"33874",1992,9,27
531,"33902",1992,10,25
532,"33916",1992,11,8
533,"34042",1993,3,14
534,"34056",1993,3,28
535,"34070",1993,4,11
536,"34084",1993,4,25
537,"34098",1993,5,9
538,"34112",1993,5,23
539,"34133",1993,6,13
540,"34154",1993,7,4
541,"34161",1993,7,11
542,"34175",1993,7,25
543,"34196",1993,8,15
544,"34210",1993,8,29
545,"34224",1993,9,12
546,"34238",1993,9,26
547,"34266",1993,10,24
548,"34280",1993,11,7
549,"34420",1994,3,27
550,"34441",1994,4,17
551,"34455",1994,5,1
552,"34469",1994,5,15
553,"34483",1994,5,29
554,"34497",1994,6,12
555,"34518",1994,7,3
556,"34525",1994,7,10
557,"34546",1994,7,31
558,"34560",1994,8,14
559,"34574",1994,8,28
560,"34588",1994,9,11
561,"34602",1994,9,25
562,"34623",1994,10,16
563,"34644",1994,11,6
564,"34651",1994,11,13
565,"34784",1995,3,26
566,"34798",1995,4,9
567,"34819",1995,4,30
568,"34833",1995,5,14
569,"34847",1995,5,28
570,"34861",1995,6,11
571,"34882",1995,7,2
572,"34896",1995,7,16
573,"34910",1995,7,30
574,"34924",1995,8,13
575,"34938",1995,8,27
576,"34952",1995,9,10
577,"34966",1995,9,24
578,"34973",1995,10,1
579,"34994",1995,10,22
580,"35001",1995,10,29
581,"35015",1995,11,12
582,"35134",1996,3,10
583,"35155",1996,3,31
584,"35162",1996,4,7
585,"35183",1996,4,28
586,"35190",1996,5,5
587,"35204",1996,5,19
588,"35218",1996,6,2
589,"35232",1996,6,16
590,"35246",1996,6,30
591,"35260",1996,7,14
592,"35274",1996,7,28
593,"35288",1996,8,11
594,"35302",1996,8,25
595,"35316",1996,9,8
596,"35330",1996,9,22
597,"35351",1996,10,13
598,"35498",1997,3,9
599,"35519",1997,3,30
600,"35533",1997,4,13
601,"35547",1997,4,27
602,"35561",1997,5,11
603,"35575",1997,5,25
604,"35596",1997,6,15
605,"35610",1997,6,29
606,"35624",1997,7,13
607,"35638",1997,7,27
608,"35652",1997,8,10
609,"35666",1997,8,24
610,"35680",1997,9,7
611,"35694",1997,9,21
612,"35701",1997,9,28
613,"35715",1997,10,12
614,"35729",1997,10,26
615,"35862",1998,3,8
616,"35883",1998,3,29
617,"35897",1998,4,12
618,"35911",1998,4,26
619,"35925",1998,5,10
620,"35939",1998,5,24
621,"35953",1998,6,7
622,"35974",1998,6,28
623,"35988",1998,7,12
624,"36002",1998,7,26
625,"36009",1998,8,2
626,"36023",1998,8,16
627,"36037",1998,8,30
628,"36051",1998,9,13
629,"36065",1998,9,27
630,"36100",1998,11,1
631,"36226",1999,3,7
632,"36261",1999,4,11
633,"36282",1999,5,2
634,"36296",1999,5,16
635,"36310",1999,5,30
636,"36324",1999,6,13
637,"36338",1999,6,27
638,"36352",1999,7,11
639,"36366",1999,7,25
640,"36373",1999,8,1
641,"36387",1999,8,15
642,"36401",1999,8,29
643,"36415",1999,9,12
644,"36429",1999,9,26
645,"36450",1999,10,17
646,"36464",1999,10,31
647,"36597",2000,3,12
648,"36611",2000,3,26
649,"36625",2000,4,9
650,"36639",2000,4,23
651,"36653",2000,5,7
652,"36667",2000,5,21
653,"36681",2000,6,4
654,"36695",2000,6,18
655,"36709",2000,7,2
656,"36723",2000,7,16
657,"36737",2000,7,30
658,"36751",2000,8,13
659,"36765",2000,8,27
660,"36779",2000,9,10
661,"36793",2000,9,24
662,"36807",2000,10,8
663,"36821",2000,10,22
664,"36954",2001,3,4
665,"36968",2001,3,18
666,"36982",2001,4,1
667,"36996",2001,4,15
668,"37010",2001,4,29
669,"37024",2001,5,13
670,"37038",2001,5,27
671,"37052",2001,6,10
672,"37066",2001,6,24
673,"37073",2001,7,1
674,"37087",2001,7,15
675,"37101",2001,7,29
676,"37122",2001,8,19
677,"37136",2001,9,2
678,"37150",2001,9,16
679,"37164",2001,9,30
680,"37178",2001,10,14
681,"37318",2002,3,3
682,"37332",2002,3,17
683,"37346",2002,3,31
684,"37360",2002,4,14
685,"37374",2002,4,28
686,"37388",2002,5,12
687,"37402",2002,5,26
688,"37416",2002,6,9
689,"37430",2002,6,23
690,"37444",2002,7,7
691,"37458",2002,7,21
692,"37465",2002,7,28
693,"37486",2002,8,18
694,"37500",2002,9,1
695,"37514",2002,9,15
696,"37528",2002,9,29
697,"37542",2002,10,13
698,"37689",2003,3,9
699,"37703",2003,3,23
700,"37717",2003,4,6
701,"37731",2003,4,20
702,"37745",2003,5,4
703,"37759",2003,5,18
704,"37773",2003,6,1
705,"37787",2003,6,15
706,"37801",2003,6,29
707,"37808",2003,7,6
708,"37822",2003,7,20
709,"37836",2003,8,3
710,"37857",2003,8,24
711,"37878",2003,9,14
712,"37892",2003,9,28
713,"37906",2003,10,12
714,"38053",2004,3,7
715,"38067",2004,3,21
716,"38081",2004,4,4
717,"38102",2004,4,25
718,"38116",2004,5,9
719,"38130",2004,5,23
720,"38137",2004,5,30
721,"38151",2004,6,13
722,"38158",2004,6,20
723,"38172",2004,7,4
724,"38179",2004,7,11
725,"38193",2004,7,25
726,"38214",2004,8,15
727,"38228",2004,8,29
728,"38242",2004,9,12
729,"38256",2004,9,26
730,"38270",2004,10,10
731,"38284",2004,10,24
732,"38417",2005,3,6
733,"38431",2005,3,20
734,"38445",2005,4,3
735,"38466",2005,4,24
736,"38480",2005,5,8
737,"38494",2005,5,22
738,"38501",2005,5,29
739,"38515",2005,6,12
740,"38522",2005,6,19
741,"38536",2005,7,3
742,"38543",2005,7,10
743,"38557",2005,7,24
744,"38564",2005,7,31
745,"38585",2005,8,21
746,"38599",2005,9,4
747,"38606",2005,9,11
748,"38620",2005,9,25
749,"38634",2005,10,9
750,"38641",2005,10,16
751,"38788",2006,3,12
752,"38795",2006,3,19
753,"38809",2006,4,2
754,"38830",2006,4,23
755,"38844",2006,5,7
756,"38851",2006,5,14
757,"38865",2006,5,28
758,"38879",2006,6,11
759,"38893",2006,6,25
760,"38900",2006,7,2
761,"38914",2006,7,16
762,"38928",2006,7,30
763,"38935",2006,8,6
764,"38956",2006,8,27
765,"38970",2006,9,10
766,"38991",2006,10,1
767,"38998",2006,10,8
768,"39012",2006,10,22
769,"39159",2007,3,18
770,"39180",2007,4,8
771,"39187",2007,4,15
772,"39215",2007,5,13
773,"39229",2007,5,27
774,"39243",2007,6,10
775,"39250",2007,6,17
776,"39264",2007,7,1
777,"39271",2007,7,8
778,"39285",2007,7,22
779,"39299",2007,8,5
780,"39320",2007,8,26
781,"39334",2007,9,9
782,"39341",2007,9,16
783,"39355",2007,9,30
784,"39362",2007,10,7
785,"39376",2007,10,21
786,"39523",2008,3,16
787,"39530",2008,3,23
788,"39544",2008,4,6
789,"39565",2008,4,27
790,"39579",2008,5,11
791,"39593",2008,5,25
792,"39607",2008,6,8
793,"39621",2008,6,22
794,"39635",2008,7,6
795,"39649",2008,7,20
796,"39663",2008,8,3
797,"39684",2008,8,24
798,"39698",2008,9,7
799,"39705",2008,9,14
800,"39719",2008,9,28
801,"39733",2008,10,12
802,"39740",2008,10,19
803,"39754",2008,11,2
804,"39901",2009,3,29
805,"39908",2009,4,5
806,"39922",2009,4,19
807,"39929",2009,4,26
808,"39943",2009,5,10
809,"39957",2009,5,24
810,"39971",2009,6,7
811,"39985",2009,6,21
812,"40006",2009,7,12
813,"40020",2009,7,26
814,"40048",2009,8,23
815,"40055",2009,8,30
816,"40069",2009,9,13
817,"40083",2009,9,27
818,"40090",2009,10,4
819,"40104",2009,10,18
820,"40118",2009,11,1
821,"40251",2010,3,14
822,"40265",2010,3,28
823,"40272",2010,4,4
824,"40286",2010,4,18
825,"40307",2010,5,9
826,"40314",2010,5,16
827,"40328",2010,5,30
828,"40342",2010,6,13
829,"40356",2010,6,27
830,"40370",2010,7,11
831,"40384",2010,7,25
832,"40391",2010,8,1
833,"40419",2010,8,29
834,"40433",2010,9,12
835,"40447",2010,9,26
836,"40461",2010,10,10
837,"40475",2010,10,24
838,"40489",2010,11,7
839,"40496",2010,11,14
840,"40629",2011,3,27
841,"40643",2011,4,10
842,"40650",2011,4,17
843,"40671",2011,5,8
844,"40685",2011,5,22
845,"40692",2011,5,29
846,"40706",2011,6,12
847,"40720",2011,6,26
848,"40734",2011,7,10
849,"40748",2011,7,24
850,"40755",2011,7,31
851,"40783",2011,8,28
852,"40797",2011,9,11
853,"40811",2011,9,25
854,"40825",2011,10,9
855,"40832",2011,10,16
856,"40846",2011,10,30
857,"40860",2011,11,13
858,"40874",2011,11,27
859,"40986",2012,3,18
860,"40993",2012,3,25
861,"41014",2012,4,15
862,"41021",2012,4,22
863,"41042",2012,5,13
864,"41056",2012,5,27
865,"41070",2012,6,10
866,"41084",2012,6,24
867,"41098",2012,7,8
868,"41112",2012,7,22
869,"41119",2012,7,29
870,"41154",2012,9,2
871,"41161",2012,9,9
872,"41175",2012,9,23
873,"41189",2012,10,7
874,"41196",2012,10,14
875,"41210",2012,10,28
876,"41217",2012,11,4
877,"41231",2012,11,18
878,"41238",2012,11,25
879,"41350",2013,3,17
880,"41357",2013,3,24
881,"41378",2013,4,14
882,"41385",2013,4,21
883,"41406",2013,5,12
884,"41420",2013,5,26
885,"41434",2013,6,9
886,"41455",2013,6,30
887,"41462",2013,7,7
888,"41483",2013,7,28
889,"41511",2013,8,25
890,"41525",2013,9,8
891,"41539",2013,9,22
892,"41553",2013,10,6
893,"41560",2013,10,13
894,"41574",2013,10,27
895,"41581",2013,11,3
896,"41595",2013,11,17
897,"41602",2013,11,24
898,"41714",2014,3,16
899,"41728",2014,3,30
900,"41735",2014,4,6
901,"41749",2014,4,20
902,"41770",2014,5,11
903,"41784",2014,5,25
904,"41798",2014,6,8
905,"41812",2014,6,22
906,"41826",2014,7,6
907,"41840",2014,7,20
908,"41847",2014,7,27
909,"41875",2014,8,24
910,"41889",2014,9,7
911,"41903",2014,9,21
912,"41917",2014,10,5
913,"41924",2014,10,12
914,"41945",2014,11,2
915,"41952",2014,11,9
916,"41966",2014,11,23
917,"42078",2015,3,15
918,"42092",2015,3,29
919,"42106",2015,4,12
920,"42113",2015,4,19
921,"42134",2015,5,10
922,"42148",2015,5,24
923,"42162",2015,6,7
924,"42176",2015,6,21
925,"42190",2015,7,5
926,"42211",2015,7,26
927,"42239",2015,8,23
928,"42253",2015,9,6
929,"42267",2015,9,20
930,"42274",2015,9,27
931,"42288",2015,10,11
932,"42302",2015,10,25
933,"42309",2015,11,1
934,"42323",2015,11,15
935,"42337",2015,11,29
936,"42449",2016,3,20
937,"42463",2016,4,3
938,"42477",2016,4,17
939,"42491",2016,5,1
940,"42505",2016,5,15
941,"42519",2016,5,29
942,"42533",2016,6,12
943,"42540",2016,6,19
944,"42554",2016,7,3
945,"42561",2016,7,10
946,"42575",2016,7,24
947,"42582",2016,7,31
948,"42610",2016,8,28
949,"42617",2016,9,4
950,"42631",2016,9,18
951,"42645",2016,10,2
952,"42652",2016,10,9
953,"42666",2016,10,23
954,"42673",2016,10,30
955,"42687",2016,11,13
956,"42701",2016,11,27
957,"42820",2017,3,26
958,"42834",2017,4,9
959,"42841",2017,4,16
960,"42855",2017,4,30
961,"42869",2017,5,14
962,"42883",2017,5,28
963,"42897",2017,6,11
964,"42911",2017,6,25
965,"42925",2017,7,9
966,"42932",2017,7,16
967,"42946",2017,7,30
968,"42974",2017,8,27
969,"42981",2017,9,3
970,"42995",2017,9,17
971,"43009",2017,10,1
972,"43016",2017,10,8
973,"43030",2017,10,22
974,"43037",2017,10,29
975,"43051",2017,11,12
976,"43065",2017,11,26
977,"43184",2018,3,25
978,"43198",2018,4,8
979,"43205",2018,4,15
980,"43219",2018,4,29
981,"43233",2018,5,13
982,"43247",2018,5,27
983,"43261",2018,6,10
984,"43275",2018,6,24
985,"43282",2018,7,1
986,"43289",2018,7,8
987,"43303",2018,7,22
988,"43310",2018,7,29
989,"43338",2018,8,26
990,"43345",2018,9,2
991,"43359",2018,9,16
992,"43373",2018,9,30
993,"43380",2018,10,7
994,"43394",2018,10,21
995,"43401",2018,10,28
996,"43415",2018,11,11
997,"43429",2018,11,25
998,"43541",2019,3,17
999,"43555",2019,3,31
1000,"43569",2019,4,14
1001,"43583",2019,4,28
1002,"43597",2019,5,12
1003,"43611",2019,5,26
1004,"43625",2019,6,9
1005,"43639",2019,6,23
1006,"43646",2019,6,30
1007,"43660",2019,7,14
1008,"43674",2019,7,28
1009,"43681",2019,8,4
1010,"43709",2019,9,1
1011,"43716",2019,9,8
1012,"43730",2019,9,22
1013,"43737",2019,9,29
1014,"43751",2019,10,13
1015,"43765",2019,10,27
1016,"43772",2019,11,3
1017,"43786",2019,11,17
1018,"43800",2019,12,1
1019,"44017",2020,7,5
1020,"44024",2020,7,12
1021,"44031",2020,7,19
1022,"44045",2020,8,2
1023,"44052",2020,8,9
1024,"44059",2020,8,16
1025,"44073",2020,8,30
1026,"44080",2020,9,6
1027,"44087",2020,9,13
1028,"44101",2020,9,27
1029,"44115",2020,10,11
1030,"44129",2020,10,25
1031,"44136",2020,11,1
1032,"44150",2020,11,15
1033,"44164",2020,11,29
1034,"44171",2020,12,6
1035,"44178",2020,12,13
1036,"44283",2021,3,28
1037,"44304",2021,4,18
1038,"44318",2021,5,2
1039,"44325",2021,5,9
1040,"44339",2021,5,23
1041,"44353",2021,6,6
1042,"44367",2021,6,20
1043,"44374",2021,6,27
1044,"44381",2021,7,4
1045,"44395",2021,7,18
1046,"44409",2021,8,1
1047,"44437",2021,8,29
1048,"44444",2021,9,5
1049,"44451",2021,9,12
1050,"44465",2021,9,26
1051,"44472",2021,10,3
1052,"44479",2021,10,10
1053,"44493",2021,10,24
1054,"44500",2021,10,31
1055,"44507",2021,11,7
1056,"44521",2021,11,21
1057,"44535",2021,12,5
1058,"44542",2021,12,12
