"SK_CONSTRUTOR","SK_PILOTO","SK_GRANDE_PREMIO","SK_DATA","SK_STATUS","POSICAO_TREINO","POSICAO_GP","PTS_PILOTO"
21,23,215,606,1,1,"5",2
37,71,215,606,1,1,"6",1
46,21,215,606,11,1,"7",0
18,15,215,606,11,1,"8",0
35,82,215,606,11,1,"9",0
27,58,215,606,11,1,"10",0
25,75,215,606,5,1,"11",0
33,57,215,606,5,1,"\N",0
34,76,215,606,5,1,"\N",0
32,50,215,606,5,1,"\N",0
48,56,215,606,86,1,"\N",0
45,63,215,606,5,1,"\N",0
42,65,215,606,10,1,"\N",0
39,30,215,606,36,1,"\N",0
49,22,215,606,5,1,"\N",0
44,64,215,606,5,1,"\N",0
1,49,215,606,4,1,"\N",0
6,79,215,606,20,1,"\N",0
1,35,215,606,1,2,"1",10
6,55,215,606,1,2,"2",6
3,25,215,606,1,2,"3",4
22,14,215,606,1,2,"4",3
21,23,215,606,1,2,"5",2
37,71,215,606,1,2,"6",1
46,21,215,606,11,2,"7",0
18,15,215,606,11,2,"8",0
35,82,215,606,11,2,"9",0
27,58,215,606,11,2,"10",0
25,75,215,606,5,2,"11",0
33,57,215,606,5,2,"\N",0
34,76,215,606,5,2,"\N",0
32,50,215,606,5,2,"\N",0
48,56,215,606,86,2,"\N",0
45,63,215,606,5,2,"\N",0
42,65,215,606,10,2,"\N",0
39,30,215,606,36,2,"\N",0
49,22,215,606,5,2,"\N",0
44,64,215,606,5,2,"\N",0
1,49,215,606,4,2,"\N",0
6,79,215,606,20,2,"\N",0
1,35,215,606,1,3,"1",10
6,55,215,606,1,3,"2",6
3,25,215,606,1,3,"3",4
22,14,215,606,1,3,"4",3
21,23,215,606,1,3,"5",2
37,71,215,606,1,3,"6",1
46,21,215,606,11,3,"7",0
18,15,215,606,11,3,"8",0
35,82,215,606,11,3,"9",0
27,58,215,606,11,3,"10",0
25,75,215,606,5,3,"11",0
33,57,215,606,5,3,"\N",0
34,76,215,606,5,3,"\N",0
32,50,215,606,5,3,"\N",0
48,56,215,606,86,3,"\N",0
45,63,215,606,5,3,"\N",0
42,65,215,606,10,3,"\N",0
39,30,215,606,36,3,"\N",0
49,22,215,606,5,3,"\N",0
44,64,215,606,5,3,"\N",0
1,49,215,606,4,3,"\N",0
6,79,215,606,20,3,"\N",0
1,35,215,606,1,4,"1",10
6,55,215,606,1,4,"2",6
3,25,215,606,1,4,"3",4
22,14,215,606,1,4,"4",3
21,23,215,606,1,4,"5",2
37,71,215,606,1,4,"6",1
46,21,215,606,11,4,"7",0
18,15,215,606,11,4,"8",0
35,82,215,606,11,4,"9",0
27,58,215,606,11,4,"10",0
25,75,215,606,5,4,"11",0
33,57,215,606,5,4,"\N",0
34,76,215,606,5,4,"\N",0
32,50,215,606,5,4,"\N",0
48,56,215,606,86,4,"\N",0
45,63,215,606,5,4,"\N",0
42,65,215,606,10,4,"\N",0
39,30,215,606,36,4,"\N",0
49,22,215,606,5,4,"\N",0
44,64,215,606,5,4,"\N",0
1,49,215,606,4,4,"\N",0
6,79,215,606,20,4,"\N",0
1,35,215,606,1,5,"1",10
6,55,215,606,1,5,"2",6
3,25,215,606,1,5,"3",4
22,14,215,606,1,5,"4",3
21,23,215,606,1,5,"5",2
37,71,215,606,1,5,"6",1
46,21,215,606,11,5,"7",0
18,15,215,606,11,5,"8",0
35,82,215,606,11,5,"9",0
27,58,215,606,11,5,"10",0
25,75,215,606,5,5,"11",0
33,57,215,606,5,5,"\N",0
34,76,215,606,5,5,"\N",0
32,50,215,606,5,5,"\N",0
48,56,215,606,86,5,"\N",0
45,63,215,606,5,5,"\N",0
42,65,215,606,10,5,"\N",0
39,30,215,606,36,5,"\N",0
49,22,215,606,5,5,"\N",0
44,64,215,606,5,5,"\N",0
1,49,215,606,4,5,"\N",0
6,79,215,606,20,5,"\N",0
1,35,215,606,1,6,"1",10
6,55,215,606,1,6,"2",6
3,25,215,606,1,6,"3",4
22,14,215,606,1,6,"4",3
21,23,215,606,1,6,"5",2
37,71,215,606,1,6,"6",1
46,21,215,606,11,6,"7",0
18,15,215,606,11,6,"8",0
35,82,215,606,11,6,"9",0
27,58,215,606,11,6,"10",0
25,75,215,606,5,6,"11",0
33,57,215,606,5,6,"\N",0
34,76,215,606,5,6,"\N",0
32,50,215,606,5,6,"\N",0
48,56,215,606,86,6,"\N",0
45,63,215,606,5,6,"\N",0
42,65,215,606,10,6,"\N",0
39,30,215,606,36,6,"\N",0
49,22,215,606,5,6,"\N",0
44,64,215,606,5,6,"\N",0
1,49,215,606,4,6,"\N",0
6,79,215,606,20,6,"\N",0
1,35,215,606,1,7,"1",10
6,55,215,606,1,7,"2",6
3,25,215,606,1,7,"3",4
22,14,215,606,1,7,"4",3
21,23,215,606,1,7,"5",2
37,71,215,606,1,7,"6",1
46,21,215,606,11,7,"7",0
18,15,215,606,11,7,"8",0
35,82,215,606,11,7,"9",0
27,58,215,606,11,7,"10",0
25,75,215,606,5,7,"11",0
33,57,215,606,5,7,"\N",0
34,76,215,606,5,7,"\N",0
32,50,215,606,5,7,"\N",0
48,56,215,606,86,7,"\N",0
45,63,215,606,5,7,"\N",0
42,65,215,606,10,7,"\N",0
39,30,215,606,36,7,"\N",0
49,22,215,606,5,7,"\N",0
44,64,215,606,5,7,"\N",0
1,49,215,606,4,7,"\N",0
6,79,215,606,20,7,"\N",0
1,35,215,606,1,8,"1",10
6,55,215,606,1,8,"2",6
3,25,215,606,1,8,"3",4
22,14,215,606,1,8,"4",3
21,23,215,606,1,8,"5",2
37,71,215,606,1,8,"6",1
46,21,215,606,11,8,"7",0
18,15,215,606,11,8,"8",0
35,82,215,606,11,8,"9",0
27,58,215,606,11,8,"10",0
25,75,215,606,5,8,"11",0
33,57,215,606,5,8,"\N",0
34,76,215,606,5,8,"\N",0
32,50,215,606,5,8,"\N",0
48,56,215,606,86,8,"\N",0
45,63,215,606,5,8,"\N",0
42,65,215,606,10,8,"\N",0
39,30,215,606,36,8,"\N",0
49,22,215,606,5,8,"\N",0
44,64,215,606,5,8,"\N",0
1,49,215,606,4,8,"\N",0
6,79,215,606,20,8,"\N",0
1,35,215,606,1,9,"1",10
6,55,215,606,1,9,"2",6
3,25,215,606,1,9,"3",4
22,14,215,606,1,9,"4",3
21,23,215,606,1,9,"5",2
37,71,215,606,1,9,"6",1
46,21,215,606,11,9,"7",0
18,15,215,606,11,9,"8",0
35,82,215,606,11,9,"9",0
27,58,215,606,11,9,"10",0
25,75,215,606,5,9,"11",0
33,57,215,606,5,9,"\N",0
34,76,215,606,5,9,"\N",0
32,50,215,606,5,9,"\N",0
48,56,215,606,86,9,"\N",0
45,63,215,606,5,9,"\N",0
42,65,215,606,10,9,"\N",0
39,30,215,606,36,9,"\N",0
49,22,215,606,5,9,"\N",0
44,64,215,606,5,9,"\N",0
1,49,215,606,4,9,"\N",0
6,79,215,606,20,9,"\N",0
1,35,215,606,1,10,"1",10
6,55,215,606,1,10,"2",6
3,25,215,606,1,10,"3",4
22,14,215,606,1,10,"4",3
21,23,215,606,1,10,"5",2
37,71,215,606,1,10,"6",1
46,21,215,606,11,10,"7",0
18,15,215,606,11,10,"8",0
35,82,215,606,11,10,"9",0
27,58,215,606,11,10,"10",0
25,75,215,606,5,10,"11",0
33,57,215,606,5,10,"\N",0
34,76,215,606,5,10,"\N",0
32,50,215,606,5,10,"\N",0
48,56,215,606,86,10,"\N",0
45,63,215,606,5,10,"\N",0
42,65,215,606,10,10,"\N",0
39,30,215,606,36,10,"\N",0
49,22,215,606,5,10,"\N",0
44,64,215,606,5,10,"\N",0
1,49,215,606,4,10,"\N",0
6,79,215,606,20,10,"\N",0
1,35,215,606,1,11,"1",10
6,55,215,606,1,11,"2",6
3,25,215,606,1,11,"3",4
22,14,215,606,1,11,"4",3
21,23,215,606,1,11,"5",2
37,71,215,606,1,11,"6",1
46,21,215,606,11,11,"7",0
18,15,215,606,11,11,"8",0
35,82,215,606,11,11,"9",0
27,58,215,606,11,11,"10",0
25,75,215,606,5,11,"11",0
33,57,215,606,5,11,"\N",0
34,76,215,606,5,11,"\N",0
32,50,215,606,5,11,"\N",0
48,56,215,606,86,11,"\N",0
45,63,215,606,5,11,"\N",0
42,65,215,606,10,11,"\N",0
39,30,215,606,36,11,"\N",0
49,22,215,606,5,11,"\N",0
44,64,215,606,5,11,"\N",0
1,49,215,606,4,11,"\N",0
6,79,215,606,20,11,"\N",0
1,35,215,606,1,12,"1",10
6,55,215,606,1,12,"2",6
3,25,215,606,1,12,"3",4
22,14,215,606,1,12,"4",3
21,23,215,606,1,12,"5",2
37,71,215,606,1,12,"6",1
46,21,215,606,11,12,"7",0
18,15,215,606,11,12,"8",0
35,82,215,606,11,12,"9",0
27,58,215,606,11,12,"10",0
25,75,215,606,5,12,"11",0
33,57,215,606,5,12,"\N",0
34,76,215,606,5,12,"\N",0
32,50,215,606,5,12,"\N",0
48,56,215,606,86,12,"\N",0
45,63,215,606,5,12,"\N",0
42,65,215,606,10,12,"\N",0
39,30,215,606,36,12,"\N",0
49,22,215,606,5,12,"\N",0
44,64,215,606,5,12,"\N",0
1,49,215,606,4,12,"\N",0
6,79,215,606,20,12,"\N",0
1,35,215,606,1,13,"1",10
6,55,215,606,1,13,"2",6
3,25,215,606,1,13,"3",4
22,14,215,606,1,13,"4",3
21,23,215,606,1,13,"5",2
37,71,215,606,1,13,"6",1
46,21,215,606,11,13,"7",0
18,15,215,606,11,13,"8",0
35,82,215,606,11,13,"9",0
27,58,215,606,11,13,"10",0
25,75,215,606,5,13,"11",0
33,57,215,606,5,13,"\N",0
34,76,215,606,5,13,"\N",0
32,50,215,606,5,13,"\N",0
48,56,215,606,86,13,"\N",0
45,63,215,606,5,13,"\N",0
42,65,215,606,10,13,"\N",0
39,30,215,606,36,13,"\N",0
49,22,215,606,5,13,"\N",0
44,64,215,606,5,13,"\N",0
1,49,215,606,4,13,"\N",0
6,79,215,606,20,13,"\N",0
1,35,215,606,1,14,"1",10
6,55,215,606,1,14,"2",6
3,25,215,606,1,14,"3",4
22,14,215,606,1,14,"4",3
21,23,215,606,1,14,"5",2
37,71,215,606,1,14,"6",1
46,21,215,606,11,14,"7",0
18,15,215,606,11,14,"8",0
35,82,215,606,11,14,"9",0
27,58,215,606,11,14,"10",0
25,75,215,606,5,14,"11",0
33,57,215,606,5,14,"\N",0
34,76,215,606,5,14,"\N",0
32,50,215,606,5,14,"\N",0
48,56,215,606,86,14,"\N",0
45,63,215,606,5,14,"\N",0
42,65,215,606,10,14,"\N",0
39,30,215,606,36,14,"\N",0
49,22,215,606,5,14,"\N",0
44,64,215,606,5,14,"\N",0
1,49,215,606,4,14,"\N",0
6,79,215,606,20,14,"\N",0
1,35,215,606,1,15,"1",10
6,55,215,606,1,15,"2",6
3,25,215,606,1,15,"3",4
22,14,215,606,1,15,"4",3
21,23,215,606,1,15,"5",2
37,71,215,606,1,15,"6",1
46,21,215,606,11,15,"7",0
18,15,215,606,11,15,"8",0
35,82,215,606,11,15,"9",0
27,58,215,606,11,15,"10",0
25,75,215,606,5,15,"11",0
33,57,215,606,5,15,"\N",0
34,76,215,606,5,15,"\N",0
32,50,215,606,5,15,"\N",0
48,56,215,606,86,15,"\N",0
45,63,215,606,5,15,"\N",0
42,65,215,606,10,15,"\N",0
39,30,215,606,36,15,"\N",0
49,22,215,606,5,15,"\N",0
44,64,215,606,5,15,"\N",0
1,49,215,606,4,15,"\N",0
6,79,215,606,20,15,"\N",0
1,35,215,606,1,16,"1",10
6,55,215,606,1,16,"2",6
3,25,215,606,1,16,"3",4
22,14,215,606,1,16,"4",3
21,23,215,606,1,16,"5",2
37,71,215,606,1,16,"6",1
46,21,215,606,11,16,"7",0
18,15,215,606,11,16,"8",0
35,82,215,606,11,16,"9",0
27,58,215,606,11,16,"10",0
25,75,215,606,5,16,"11",0
33,57,215,606,5,16,"\N",0
34,76,215,606,5,16,"\N",0
32,50,215,606,5,16,"\N",0
48,56,215,606,86,16,"\N",0
45,63,215,606,5,16,"\N",0
42,65,215,606,10,16,"\N",0
39,30,215,606,36,16,"\N",0
49,22,215,606,5,16,"\N",0
44,64,215,606,5,16,"\N",0
1,49,215,606,4,16,"\N",0
6,79,215,606,20,16,"\N",0
1,35,215,606,1,17,"1",10
6,55,215,606,1,17,"2",6
3,25,215,606,1,17,"3",4
22,14,215,606,1,17,"4",3
21,23,215,606,1,17,"5",2
37,71,215,606,1,17,"6",1
46,21,215,606,11,17,"7",0
18,15,215,606,11,17,"8",0
35,82,215,606,11,17,"9",0
27,58,215,606,11,17,"10",0
25,75,215,606,5,17,"11",0
33,57,215,606,5,17,"\N",0
34,76,215,606,5,17,"\N",0
32,50,215,606,5,17,"\N",0
48,56,215,606,86,17,"\N",0
45,63,215,606,5,17,"\N",0
42,65,215,606,10,17,"\N",0
39,30,215,606,36,17,"\N",0
49,22,215,606,5,17,"\N",0
44,64,215,606,5,17,"\N",0
1,49,215,606,4,17,"\N",0
6,79,215,606,20,17,"\N",0
1,35,215,606,1,18,"1",10
6,55,215,606,1,18,"2",6
3,25,215,606,1,18,"3",4
22,14,215,606,1,18,"4",3
21,23,215,606,1,18,"5",2
37,71,215,606,1,18,"6",1
46,21,215,606,11,18,"7",0
18,15,215,606,11,18,"8",0
35,82,215,606,11,18,"9",0
27,58,215,606,11,18,"10",0
25,75,215,606,5,18,"11",0
33,57,215,606,5,18,"\N",0
34,76,215,606,5,18,"\N",0
32,50,215,606,5,18,"\N",0
48,56,215,606,86,18,"\N",0
45,63,215,606,5,18,"\N",0
42,65,215,606,10,18,"\N",0
39,30,215,606,36,18,"\N",0
49,22,215,606,5,18,"\N",0
44,64,215,606,5,18,"\N",0
1,49,215,606,4,18,"\N",0
6,79,215,606,20,18,"\N",0
1,35,215,606,1,19,"1",10
6,55,215,606,1,19,"2",6
3,25,215,606,1,19,"3",4
22,14,215,606,1,19,"4",3
21,23,215,606,1,19,"5",2
37,71,215,606,1,19,"6",1
46,21,215,606,11,19,"7",0
18,15,215,606,11,19,"8",0
35,82,215,606,11,19,"9",0
27,58,215,606,11,19,"10",0
25,75,215,606,5,19,"11",0
33,57,215,606,5,19,"\N",0
34,76,215,606,5,19,"\N",0
32,50,215,606,5,19,"\N",0
48,56,215,606,86,19,"\N",0
45,63,215,606,5,19,"\N",0
42,65,215,606,10,19,"\N",0
39,30,215,606,36,19,"\N",0
49,22,215,606,5,19,"\N",0
44,64,215,606,5,19,"\N",0
1,49,215,606,4,19,"\N",0
6,79,215,606,20,19,"\N",0
1,35,215,606,1,20,"1",10
6,55,215,606,1,20,"2",6
3,25,215,606,1,20,"3",4
22,14,215,606,1,20,"4",3
21,23,215,606,1,20,"5",2
37,71,215,606,1,20,"6",1
46,21,215,606,11,20,"7",0
18,15,215,606,11,20,"8",0
35,82,215,606,11,20,"9",0
27,58,215,606,11,20,"10",0
25,75,215,606,5,20,"11",0
33,57,215,606,5,20,"\N",0
34,76,215,606,5,20,"\N",0
32,50,215,606,5,20,"\N",0
48,56,215,606,86,20,"\N",0
45,63,215,606,5,20,"\N",0
42,65,215,606,10,20,"\N",0
39,30,215,606,36,20,"\N",0
49,22,215,606,5,20,"\N",0
44,64,215,606,5,20,"\N",0
1,49,215,606,4,20,"\N",0
6,79,215,606,20,20,"\N",0
1,35,215,606,1,21,"1",10
6,55,215,606,1,21,"2",6
3,25,215,606,1,21,"3",4
22,14,215,606,1,21,"4",3
21,23,215,606,1,21,"5",2
37,71,215,606,1,21,"6",1
46,21,215,606,11,21,"7",0
18,15,215,606,11,21,"8",0
35,82,215,606,11,21,"9",0
27,58,215,606,11,21,"10",0
25,75,215,606,5,21,"11",0
33,57,215,606,5,21,"\N",0
34,76,215,606,5,21,"\N",0
32,50,215,606,5,21,"\N",0
48,56,215,606,86,21,"\N",0
45,63,215,606,5,21,"\N",0
42,65,215,606,10,21,"\N",0
39,30,215,606,36,21,"\N",0
49,22,215,606,5,21,"\N",0
44,64,215,606,5,21,"\N",0
1,49,215,606,4,21,"\N",0
6,79,215,606,20,21,"\N",0
1,35,215,606,1,22,"1",10
6,55,215,606,1,22,"2",6
3,25,215,606,1,22,"3",4
22,14,215,606,1,22,"4",3
21,23,215,606,1,22,"5",2
37,71,215,606,1,22,"6",1
46,21,215,606,11,22,"7",0
18,15,215,606,11,22,"8",0
35,82,215,606,11,22,"9",0
27,58,215,606,11,22,"10",0
25,75,215,606,5,22,"11",0
33,57,215,606,5,22,"\N",0
34,76,215,606,5,22,"\N",0
32,50,215,606,5,22,"\N",0
48,56,215,606,86,22,"\N",0
45,63,215,606,5,22,"\N",0
42,65,215,606,10,22,"\N",0
39,30,215,606,36,22,"\N",0
49,22,215,606,5,22,"\N",0
44,64,215,606,5,22,"\N",0
1,49,215,606,4,22,"\N",0
6,79,215,606,20,22,"\N",0
3,77,216,607,1,1,"1",10
25,30,216,607,1,1,"2",6
34,57,216,607,1,1,"3",4
18,15,216,607,1,1,"4",3
27,23,216,607,1,1,"5",2
32,55,216,607,1,1,"6",1
35,75,216,607,1,1,"7",0
46,71,216,607,11,1,"8",0
22,82,216,607,11,1,"9",0
37,50,216,607,11,1,"10",0
21,21,216,607,15,1,"11",0
45,22,216,607,5,1,"\N",0
33,63,216,607,8,1,"\N",0
48,35,216,607,20,1,"\N",0
39,76,216,607,5,1,"\N",0
42,79,216,607,60,1,"\N",0
49,65,216,607,3,1,"\N",0
44,64,216,607,3,1,"\N",0
6,14,216,607,7,1,"\N",0
1,49,216,607,4,1,"\N",0
46,56,216,607,4,1,"\N",0
22,58,216,607,6,1,"\N",0
3,77,216,607,1,2,"1",10
25,30,216,607,1,2,"2",6
34,57,216,607,1,2,"3",4
18,15,216,607,1,2,"4",3
27,23,216,607,1,2,"5",2
32,55,216,607,1,2,"6",1
35,75,216,607,1,2,"7",0
46,71,216,607,11,2,"8",0
22,82,216,607,11,2,"9",0
37,50,216,607,11,2,"10",0
21,21,216,607,15,2,"11",0
45,22,216,607,5,2,"\N",0
33,63,216,607,8,2,"\N",0
48,35,216,607,20,2,"\N",0
39,76,216,607,5,2,"\N",0
42,79,216,607,60,2,"\N",0
49,65,216,607,3,2,"\N",0
44,64,216,607,3,2,"\N",0
6,14,216,607,7,2,"\N",0
1,49,216,607,4,2,"\N",0
46,56,216,607,4,2,"\N",0
22,58,216,607,6,2,"\N",0
3,77,216,607,1,3,"1",10
25,30,216,607,1,3,"2",6
34,57,216,607,1,3,"3",4
18,15,216,607,1,3,"4",3
27,23,216,607,1,3,"5",2
32,55,216,607,1,3,"6",1
35,75,216,607,1,3,"7",0
46,71,216,607,11,3,"8",0
22,82,216,607,11,3,"9",0
37,50,216,607,11,3,"10",0
21,21,216,607,15,3,"11",0
45,22,216,607,5,3,"\N",0
33,63,216,607,8,3,"\N",0
48,35,216,607,20,3,"\N",0
39,76,216,607,5,3,"\N",0
42,79,216,607,60,3,"\N",0
49,65,216,607,3,3,"\N",0
44,64,216,607,3,3,"\N",0
6,14,216,607,7,3,"\N",0
1,49,216,607,4,3,"\N",0
46,56,216,607,4,3,"\N",0
22,58,216,607,6,3,"\N",0
3,77,216,607,1,4,"1",10
25,30,216,607,1,4,"2",6
34,57,216,607,1,4,"3",4
18,15,216,607,1,4,"4",3
27,23,216,607,1,4,"5",2
32,55,216,607,1,4,"6",1
35,75,216,607,1,4,"7",0
46,71,216,607,11,4,"8",0
22,82,216,607,11,4,"9",0
37,50,216,607,11,4,"10",0
21,21,216,607,15,4,"11",0
45,22,216,607,5,4,"\N",0
33,63,216,607,8,4,"\N",0
48,35,216,607,20,4,"\N",0
39,76,216,607,5,4,"\N",0
42,79,216,607,60,4,"\N",0
49,65,216,607,3,4,"\N",0
44,64,216,607,3,4,"\N",0
6,14,216,607,7,4,"\N",0
1,49,216,607,4,4,"\N",0
46,56,216,607,4,4,"\N",0
22,58,216,607,6,4,"\N",0
3,77,216,607,1,5,"1",10
25,30,216,607,1,5,"2",6
34,57,216,607,1,5,"3",4
18,15,216,607,1,5,"4",3
27,23,216,607,1,5,"5",2
32,55,216,607,1,5,"6",1
35,75,216,607,1,5,"7",0
46,71,216,607,11,5,"8",0
22,82,216,607,11,5,"9",0
37,50,216,607,11,5,"10",0
21,21,216,607,15,5,"11",0
45,22,216,607,5,5,"\N",0
33,63,216,607,8,5,"\N",0
48,35,216,607,20,5,"\N",0
39,76,216,607,5,5,"\N",0
42,79,216,607,60,5,"\N",0
49,65,216,607,3,5,"\N",0
44,64,216,607,3,5,"\N",0
6,14,216,607,7,5,"\N",0
1,49,216,607,4,5,"\N",0
46,56,216,607,4,5,"\N",0
22,58,216,607,6,5,"\N",0
3,77,216,607,1,6,"1",10
25,30,216,607,1,6,"2",6
34,57,216,607,1,6,"3",4
18,15,216,607,1,6,"4",3
27,23,216,607,1,6,"5",2
32,55,216,607,1,6,"6",1
35,75,216,607,1,6,"7",0
46,71,216,607,11,6,"8",0
22,82,216,607,11,6,"9",0
37,50,216,607,11,6,"10",0
21,21,216,607,15,6,"11",0
45,22,216,607,5,6,"\N",0
33,63,216,607,8,6,"\N",0
48,35,216,607,20,6,"\N",0
39,76,216,607,5,6,"\N",0
42,79,216,607,60,6,"\N",0
49,65,216,607,3,6,"\N",0
44,64,216,607,3,6,"\N",0
6,14,216,607,7,6,"\N",0
1,49,216,607,4,6,"\N",0
46,56,216,607,4,6,"\N",0
22,58,216,607,6,6,"\N",0
3,77,216,607,1,7,"1",10
25,30,216,607,1,7,"2",6
34,57,216,607,1,7,"3",4
18,15,216,607,1,7,"4",3
27,23,216,607,1,7,"5",2
32,55,216,607,1,7,"6",1
35,75,216,607,1,7,"7",0
46,71,216,607,11,7,"8",0
22,82,216,607,11,7,"9",0
37,50,216,607,11,7,"10",0
21,21,216,607,15,7,"11",0
45,22,216,607,5,7,"\N",0
33,63,216,607,8,7,"\N",0
48,35,216,607,20,7,"\N",0
39,76,216,607,5,7,"\N",0
42,79,216,607,60,7,"\N",0
49,65,216,607,3,7,"\N",0
44,64,216,607,3,7,"\N",0
6,14,216,607,7,7,"\N",0
1,49,216,607,4,7,"\N",0
46,56,216,607,4,7,"\N",0
22,58,216,607,6,7,"\N",0
3,77,216,607,1,8,"1",10
25,30,216,607,1,8,"2",6
34,57,216,607,1,8,"3",4
18,15,216,607,1,8,"4",3
27,23,216,607,1,8,"5",2
32,55,216,607,1,8,"6",1
35,75,216,607,1,8,"7",0
46,71,216,607,11,8,"8",0
22,82,216,607,11,8,"9",0
37,50,216,607,11,8,"10",0
21,21,216,607,15,8,"11",0
45,22,216,607,5,8,"\N",0
33,63,216,607,8,8,"\N",0
48,35,216,607,20,8,"\N",0
39,76,216,607,5,8,"\N",0
42,79,216,607,60,8,"\N",0
49,65,216,607,3,8,"\N",0
44,64,216,607,3,8,"\N",0
6,14,216,607,7,8,"\N",0
1,49,216,607,4,8,"\N",0
46,56,216,607,4,8,"\N",0
22,58,216,607,6,8,"\N",0
3,77,216,607,1,9,"1",10
25,30,216,607,1,9,"2",6
34,57,216,607,1,9,"3",4
18,15,216,607,1,9,"4",3
27,23,216,607,1,9,"5",2
32,55,216,607,1,9,"6",1
35,75,216,607,1,9,"7",0
46,71,216,607,11,9,"8",0
22,82,216,607,11,9,"9",0
37,50,216,607,11,9,"10",0
21,21,216,607,15,9,"11",0
45,22,216,607,5,9,"\N",0
33,63,216,607,8,9,"\N",0
48,35,216,607,20,9,"\N",0
39,76,216,607,5,9,"\N",0
42,79,216,607,60,9,"\N",0
49,65,216,607,3,9,"\N",0
44,64,216,607,3,9,"\N",0
6,14,216,607,7,9,"\N",0
1,49,216,607,4,9,"\N",0
46,56,216,607,4,9,"\N",0
22,58,216,607,6,9,"\N",0
3,77,216,607,1,10,"1",10
25,30,216,607,1,10,"2",6
34,57,216,607,1,10,"3",4
18,15,216,607,1,10,"4",3
27,23,216,607,1,10,"5",2
32,55,216,607,1,10,"6",1
35,75,216,607,1,10,"7",0
46,71,216,607,11,10,"8",0
22,82,216,607,11,10,"9",0
37,50,216,607,11,10,"10",0
21,21,216,607,15,10,"11",0
45,22,216,607,5,10,"\N",0
33,63,216,607,8,10,"\N",0
48,35,216,607,20,10,"\N",0
39,76,216,607,5,10,"\N",0
42,79,216,607,60,10,"\N",0
49,65,216,607,3,10,"\N",0
44,64,216,607,3,10,"\N",0
6,14,216,607,7,10,"\N",0
1,49,216,607,4,10,"\N",0
46,56,216,607,4,10,"\N",0
22,58,216,607,6,10,"\N",0
3,77,216,607,1,11,"1",10
25,30,216,607,1,11,"2",6
34,57,216,607,1,11,"3",4
18,15,216,607,1,11,"4",3
27,23,216,607,1,11,"5",2
32,55,216,607,1,11,"6",1
35,75,216,607,1,11,"7",0
46,71,216,607,11,11,"8",0
22,82,216,607,11,11,"9",0
37,50,216,607,11,11,"10",0
21,21,216,607,15,11,"11",0
45,22,216,607,5,11,"\N",0
33,63,216,607,8,11,"\N",0
48,35,216,607,20,11,"\N",0
39,76,216,607,5,11,"\N",0
42,79,216,607,60,11,"\N",0
49,65,216,607,3,11,"\N",0
44,64,216,607,3,11,"\N",0
6,14,216,607,7,11,"\N",0
1,49,216,607,4,11,"\N",0
46,56,216,607,4,11,"\N",0
22,58,216,607,6,11,"\N",0
3,77,216,607,1,12,"1",10
25,30,216,607,1,12,"2",6
34,57,216,607,1,12,"3",4
18,15,216,607,1,12,"4",3
27,23,216,607,1,12,"5",2
32,55,216,607,1,12,"6",1
35,75,216,607,1,12,"7",0
46,71,216,607,11,12,"8",0
22,82,216,607,11,12,"9",0
37,50,216,607,11,12,"10",0
21,21,216,607,15,12,"11",0
45,22,216,607,5,12,"\N",0
33,63,216,607,8,12,"\N",0
48,35,216,607,20,12,"\N",0
39,76,216,607,5,12,"\N",0
42,79,216,607,60,12,"\N",0
49,65,216,607,3,12,"\N",0
44,64,216,607,3,12,"\N",0
6,14,216,607,7,12,"\N",0
1,49,216,607,4,12,"\N",0
46,56,216,607,4,12,"\N",0
22,58,216,607,6,12,"\N",0
3,77,216,607,1,13,"1",10
25,30,216,607,1,13,"2",6
34,57,216,607,1,13,"3",4
18,15,216,607,1,13,"4",3
27,23,216,607,1,13,"5",2
32,55,216,607,1,13,"6",1
35,75,216,607,1,13,"7",0
46,71,216,607,11,13,"8",0
22,82,216,607,11,13,"9",0
37,50,216,607,11,13,"10",0
21,21,216,607,15,13,"11",0
45,22,216,607,5,13,"\N",0
33,63,216,607,8,13,"\N",0
48,35,216,607,20,13,"\N",0
39,76,216,607,5,13,"\N",0
42,79,216,607,60,13,"\N",0
49,65,216,607,3,13,"\N",0
44,64,216,607,3,13,"\N",0
6,14,216,607,7,13,"\N",0
1,49,216,607,4,13,"\N",0
46,56,216,607,4,13,"\N",0
22,58,216,607,6,13,"\N",0
3,77,216,607,1,14,"1",10
25,30,216,607,1,14,"2",6
34,57,216,607,1,14,"3",4
18,15,216,607,1,14,"4",3
27,23,216,607,1,14,"5",2
32,55,216,607,1,14,"6",1
35,75,216,607,1,14,"7",0
46,71,216,607,11,14,"8",0
22,82,216,607,11,14,"9",0
37,50,216,607,11,14,"10",0
21,21,216,607,15,14,"11",0
45,22,216,607,5,14,"\N",0
33,63,216,607,8,14,"\N",0
48,35,216,607,20,14,"\N",0
39,76,216,607,5,14,"\N",0
42,79,216,607,60,14,"\N",0
49,65,216,607,3,14,"\N",0
44,64,216,607,3,14,"\N",0
6,14,216,607,7,14,"\N",0
1,49,216,607,4,14,"\N",0
46,56,216,607,4,14,"\N",0
22,58,216,607,6,14,"\N",0
3,77,216,607,1,15,"1",10
25,30,216,607,1,15,"2",6
34,57,216,607,1,15,"3",4
18,15,216,607,1,15,"4",3
27,23,216,607,1,15,"5",2
32,55,216,607,1,15,"6",1
35,75,216,607,1,15,"7",0
