"SK_CONSTRUTOR","SK_PILOTO","SK_GRANDE_PREMIO","SK_DATA","SK_STATUS","POSICAO_TREINO","POSICAO_GP","PTS_PILOTO"
7,30,78,739,1,20,"2",8
19,22,78,739,1,20,"3",6
18,13,78,739,1,20,"4",5
16,17,78,739,1,20,"5",4
6,23,78,739,11,20,"6",3
1,14,78,739,11,20,"7",2
15,32,78,739,11,20,"8",1
17,35,78,739,11,20,"9",0
16,33,78,739,13,20,"10",0
19,27,78,739,13,20,"11",0
20,15,78,739,23,20,"\N",0
21,18,78,739,3,20,"\N",0
18,2,78,739,5,20,"\N",0
22,11,78,739,23,20,"\N",0
3,40,78,739,9,20,"\N",0
6,4,78,739,22,20,"\N",0
1,21,78,739,9,20,"\N",0
17,39,78,739,22,20,"\N",0
3,31,78,739,2,20,"\N",0
21,30,79,740,1,1,"1",10
20,22,79,740,1,1,"2",8
19,33,79,740,11,1,"3",6
22,39,79,740,11,1,"4",5
18,27,79,740,12,1,"5",4
16,40,79,740,12,1,"6",3
15,15,79,740,54,1,"\N",0
1,8,79,740,54,1,"\N",0
6,18,79,740,54,1,"\N",0
15,21,79,740,54,1,"\N",0
16,4,79,740,54,1,"\N",0
17,11,79,740,54,1,"\N",0
22,17,79,740,54,1,"\N",0
20,13,79,740,54,1,"\N",0
18,31,79,740,54,1,"\N",0
3,35,79,740,54,1,"\N",0
19,41,79,740,54,1,"\N",0
21,32,79,740,54,1,"\N",0
3,2,79,740,54,1,"\N",0
1,14,79,740,54,1,"\N",0
21,30,79,740,1,2,"1",10
20,22,79,740,1,2,"2",8
19,33,79,740,11,2,"3",6
22,39,79,740,11,2,"4",5
18,27,79,740,12,2,"5",4
16,40,79,740,12,2,"6",3
15,15,79,740,54,2,"\N",0
1,8,79,740,54,2,"\N",0
6,18,79,740,54,2,"\N",0
15,21,79,740,54,2,"\N",0
16,4,79,740,54,2,"\N",0
17,11,79,740,54,2,"\N",0
22,17,79,740,54,2,"\N",0
20,13,79,740,54,2,"\N",0
18,31,79,740,54,2,"\N",0
3,35,79,740,54,2,"\N",0
19,41,79,740,54,2,"\N",0
21,32,79,740,54,2,"\N",0
3,2,79,740,54,2,"\N",0
1,14,79,740,54,2,"\N",0
21,30,79,740,1,3,"1",10
20,22,79,740,1,3,"2",8
19,33,79,740,11,3,"3",6
22,39,79,740,11,3,"4",5
18,27,79,740,12,3,"5",4
16,40,79,740,12,3,"6",3
15,15,79,740,54,3,"\N",0
1,8,79,740,54,3,"\N",0
6,18,79,740,54,3,"\N",0
15,21,79,740,54,3,"\N",0
16,4,79,740,54,3,"\N",0
17,11,79,740,54,3,"\N",0
22,17,79,740,54,3,"\N",0
20,13,79,740,54,3,"\N",0
18,31,79,740,54,3,"\N",0
3,35,79,740,54,3,"\N",0
19,41,79,740,54,3,"\N",0
21,32,79,740,54,3,"\N",0
3,2,79,740,54,3,"\N",0
1,14,79,740,54,3,"\N",0
21,30,79,740,1,4,"1",10
20,22,79,740,1,4,"2",8
19,33,79,740,11,4,"3",6
22,39,79,740,11,4,"4",5
18,27,79,740,12,4,"5",4
16,40,79,740,12,4,"6",3
15,15,79,740,54,4,"\N",0
1,8,79,740,54,4,"\N",0
6,18,79,740,54,4,"\N",0
15,21,79,740,54,4,"\N",0
16,4,79,740,54,4,"\N",0
17,11,79,740,54,4,"\N",0
22,17,79,740,54,4,"\N",0
20,13,79,740,54,4,"\N",0
18,31,79,740,54,4,"\N",0
3,35,79,740,54,4,"\N",0
19,41,79,740,54,4,"\N",0
21,32,79,740,54,4,"\N",0
3,2,79,740,54,4,"\N",0
1,14,79,740,54,4,"\N",0
21,30,79,740,1,5,"1",10
20,22,79,740,1,5,"2",8
19,33,79,740,11,5,"3",6
22,39,79,740,11,5,"4",5
18,27,79,740,12,5,"5",4
16,40,79,740,12,5,"6",3
15,15,79,740,54,5,"\N",0
1,8,79,740,54,5,"\N",0
6,18,79,740,54,5,"\N",0
15,21,79,740,54,5,"\N",0
16,4,79,740,54,5,"\N",0
17,11,79,740,54,5,"\N",0
22,17,79,740,54,5,"\N",0
20,13,79,740,54,5,"\N",0
18,31,79,740,54,5,"\N",0
3,35,79,740,54,5,"\N",0
19,41,79,740,54,5,"\N",0
21,32,79,740,54,5,"\N",0
3,2,79,740,54,5,"\N",0
1,14,79,740,54,5,"\N",0
21,30,79,740,1,6,"1",10
20,22,79,740,1,6,"2",8
19,33,79,740,11,6,"3",6
22,39,79,740,11,6,"4",5
18,27,79,740,12,6,"5",4
16,40,79,740,12,6,"6",3
15,15,79,740,54,6,"\N",0
1,8,79,740,54,6,"\N",0
6,18,79,740,54,6,"\N",0
15,21,79,740,54,6,"\N",0
16,4,79,740,54,6,"\N",0
17,11,79,740,54,6,"\N",0
22,17,79,740,54,6,"\N",0
20,13,79,740,54,6,"\N",0
18,31,79,740,54,6,"\N",0
3,35,79,740,54,6,"\N",0
19,41,79,740,54,6,"\N",0
21,32,79,740,54,6,"\N",0
3,2,79,740,54,6,"\N",0
1,14,79,740,54,6,"\N",0
21,30,79,740,1,7,"1",10
20,22,79,740,1,7,"2",8
19,33,79,740,11,7,"3",6
22,39,79,740,11,7,"4",5
18,27,79,740,12,7,"5",4
16,40,79,740,12,7,"6",3
15,15,79,740,54,7,"\N",0
1,8,79,740,54,7,"\N",0
6,18,79,740,54,7,"\N",0
15,21,79,740,54,7,"\N",0
16,4,79,740,54,7,"\N",0
17,11,79,740,54,7,"\N",0
22,17,79,740,54,7,"\N",0
20,13,79,740,54,7,"\N",0
18,31,79,740,54,7,"\N",0
3,35,79,740,54,7,"\N",0
19,41,79,740,54,7,"\N",0
21,32,79,740,54,7,"\N",0
3,2,79,740,54,7,"\N",0
1,14,79,740,54,7,"\N",0
21,30,79,740,1,8,"1",10
20,22,79,740,1,8,"2",8
19,33,79,740,11,8,"3",6
22,39,79,740,11,8,"4",5
18,27,79,740,12,8,"5",4
16,40,79,740,12,8,"6",3
15,15,79,740,54,8,"\N",0
1,8,79,740,54,8,"\N",0
6,18,79,740,54,8,"\N",0
15,21,79,740,54,8,"\N",0
16,4,79,740,54,8,"\N",0
17,11,79,740,54,8,"\N",0
22,17,79,740,54,8,"\N",0
20,13,79,740,54,8,"\N",0
18,31,79,740,54,8,"\N",0
3,35,79,740,54,8,"\N",0
19,41,79,740,54,8,"\N",0
21,32,79,740,54,8,"\N",0
3,2,79,740,54,8,"\N",0
1,14,79,740,54,8,"\N",0
21,30,79,740,1,9,"1",10
20,22,79,740,1,9,"2",8
19,33,79,740,11,9,"3",6
22,39,79,740,11,9,"4",5
18,27,79,740,12,9,"5",4
16,40,79,740,12,9,"6",3
15,15,79,740,54,9,"\N",0
1,8,79,740,54,9,"\N",0
6,18,79,740,54,9,"\N",0
15,21,79,740,54,9,"\N",0
16,4,79,740,54,9,"\N",0
17,11,79,740,54,9,"\N",0
22,17,79,740,54,9,"\N",0
20,13,79,740,54,9,"\N",0
18,31,79,740,54,9,"\N",0
3,35,79,740,54,9,"\N",0
19,41,79,740,54,9,"\N",0
21,32,79,740,54,9,"\N",0
3,2,79,740,54,9,"\N",0
1,14,79,740,54,9,"\N",0
21,30,79,740,1,10,"1",10
20,22,79,740,1,10,"2",8
19,33,79,740,11,10,"3",6
22,39,79,740,11,10,"4",5
18,27,79,740,12,10,"5",4
16,40,79,740,12,10,"6",3
15,15,79,740,54,10,"\N",0
1,8,79,740,54,10,"\N",0
6,18,79,740,54,10,"\N",0
15,21,79,740,54,10,"\N",0
16,4,79,740,54,10,"\N",0
17,11,79,740,54,10,"\N",0
22,17,79,740,54,10,"\N",0
20,13,79,740,54,10,"\N",0
18,31,79,740,54,10,"\N",0
3,35,79,740,54,10,"\N",0
19,41,79,740,54,10,"\N",0
21,32,79,740,54,10,"\N",0
3,2,79,740,54,10,"\N",0
1,14,79,740,54,10,"\N",0
21,30,79,740,1,11,"1",10
20,22,79,740,1,11,"2",8
19,33,79,740,11,11,"3",6
22,39,79,740,11,11,"4",5
18,27,79,740,12,11,"5",4
16,40,79,740,12,11,"6",3
15,15,79,740,54,11,"\N",0
1,8,79,740,54,11,"\N",0
6,18,79,740,54,11,"\N",0
15,21,79,740,54,11,"\N",0
16,4,79,740,54,11,"\N",0
17,11,79,740,54,11,"\N",0
22,17,79,740,54,11,"\N",0
20,13,79,740,54,11,"\N",0
18,31,79,740,54,11,"\N",0
3,35,79,740,54,11,"\N",0
19,41,79,740,54,11,"\N",0
21,32,79,740,54,11,"\N",0
3,2,79,740,54,11,"\N",0
1,14,79,740,54,11,"\N",0
21,30,79,740,1,12,"1",10
20,22,79,740,1,12,"2",8
19,33,79,740,11,12,"3",6
22,39,79,740,11,12,"4",5
18,27,79,740,12,12,"5",4
16,40,79,740,12,12,"6",3
15,15,79,740,54,12,"\N",0
1,8,79,740,54,12,"\N",0
6,18,79,740,54,12,"\N",0
15,21,79,740,54,12,"\N",0
16,4,79,740,54,12,"\N",0
17,11,79,740,54,12,"\N",0
22,17,79,740,54,12,"\N",0
20,13,79,740,54,12,"\N",0
18,31,79,740,54,12,"\N",0
3,35,79,740,54,12,"\N",0
19,41,79,740,54,12,"\N",0
21,32,79,740,54,12,"\N",0
3,2,79,740,54,12,"\N",0
1,14,79,740,54,12,"\N",0
21,30,79,740,1,13,"1",10
20,22,79,740,1,13,"2",8
19,33,79,740,11,13,"3",6
22,39,79,740,11,13,"4",5
18,27,79,740,12,13,"5",4
16,40,79,740,12,13,"6",3
15,15,79,740,54,13,"\N",0
1,8,79,740,54,13,"\N",0
6,18,79,740,54,13,"\N",0
15,21,79,740,54,13,"\N",0
16,4,79,740,54,13,"\N",0
17,11,79,740,54,13,"\N",0
22,17,79,740,54,13,"\N",0
20,13,79,740,54,13,"\N",0
18,31,79,740,54,13,"\N",0
3,35,79,740,54,13,"\N",0
19,41,79,740,54,13,"\N",0
21,32,79,740,54,13,"\N",0
3,2,79,740,54,13,"\N",0
1,14,79,740,54,13,"\N",0
21,30,79,740,1,14,"1",10
20,22,79,740,1,14,"2",8
19,33,79,740,11,14,"3",6
22,39,79,740,11,14,"4",5
18,27,79,740,12,14,"5",4
16,40,79,740,12,14,"6",3
15,15,79,740,54,14,"\N",0
1,8,79,740,54,14,"\N",0
6,18,79,740,54,14,"\N",0
15,21,79,740,54,14,"\N",0
16,4,79,740,54,14,"\N",0
17,11,79,740,54,14,"\N",0
22,17,79,740,54,14,"\N",0
20,13,79,740,54,14,"\N",0
18,31,79,740,54,14,"\N",0
3,35,79,740,54,14,"\N",0
19,41,79,740,54,14,"\N",0
21,32,79,740,54,14,"\N",0
3,2,79,740,54,14,"\N",0
1,14,79,740,54,14,"\N",0
21,30,79,740,1,15,"1",10
20,22,79,740,1,15,"2",8
19,33,79,740,11,15,"3",6
22,39,79,740,11,15,"4",5
18,27,79,740,12,15,"5",4
16,40,79,740,12,15,"6",3
15,15,79,740,54,15,"\N",0
1,8,79,740,54,15,"\N",0
6,18,79,740,54,15,"\N",0
15,21,79,740,54,15,"\N",0
16,4,79,740,54,15,"\N",0
17,11,79,740,54,15,"\N",0
22,17,79,740,54,15,"\N",0
20,13,79,740,54,15,"\N",0
18,31,79,740,54,15,"\N",0
3,35,79,740,54,15,"\N",0
19,41,79,740,54,15,"\N",0
21,32,79,740,54,15,"\N",0
3,2,79,740,54,15,"\N",0
1,14,79,740,54,15,"\N",0
21,30,79,740,1,16,"1",10
20,22,79,740,1,16,"2",8
19,33,79,740,11,16,"3",6
22,39,79,740,11,16,"4",5
18,27,79,740,12,16,"5",4
16,40,79,740,12,16,"6",3
15,15,79,740,54,16,"\N",0
1,8,79,740,54,16,"\N",0
6,18,79,740,54,16,"\N",0
15,21,79,740,54,16,"\N",0
16,4,79,740,54,16,"\N",0
17,11,79,740,54,16,"\N",0
22,17,79,740,54,16,"\N",0
20,13,79,740,54,16,"\N",0
18,31,79,740,54,16,"\N",0
3,35,79,740,54,16,"\N",0
19,41,79,740,54,16,"\N",0
21,32,79,740,54,16,"\N",0
3,2,79,740,54,16,"\N",0
1,14,79,740,54,16,"\N",0
21,30,79,740,1,17,"1",10
20,22,79,740,1,17,"2",8
19,33,79,740,11,17,"3",6
22,39,79,740,11,17,"4",5
18,27,79,740,12,17,"5",4
16,40,79,740,12,17,"6",3
15,15,79,740,54,17,"\N",0
1,8,79,740,54,17,"\N",0
6,18,79,740,54,17,"\N",0
15,21,79,740,54,17,"\N",0
16,4,79,740,54,17,"\N",0
17,11,79,740,54,17,"\N",0
22,17,79,740,54,17,"\N",0
20,13,79,740,54,17,"\N",0
18,31,79,740,54,17,"\N",0
3,35,79,740,54,17,"\N",0
19,41,79,740,54,17,"\N",0
21,32,79,740,54,17,"\N",0
3,2,79,740,54,17,"\N",0
1,14,79,740,54,17,"\N",0
21,30,79,740,1,18,"1",10
20,22,79,740,1,18,"2",8
19,33,79,740,11,18,"3",6
22,39,79,740,11,18,"4",5
18,27,79,740,12,18,"5",4
16,40,79,740,12,18,"6",3
15,15,79,740,54,18,"\N",0
1,8,79,740,54,18,"\N",0
6,18,79,740,54,18,"\N",0
15,21,79,740,54,18,"\N",0
16,4,79,740,54,18,"\N",0
17,11,79,740,54,18,"\N",0
22,17,79,740,54,18,"\N",0
20,13,79,740,54,18,"\N",0
18,31,79,740,54,18,"\N",0
3,35,79,740,54,18,"\N",0
19,41,79,740,54,18,"\N",0
21,32,79,740,54,18,"\N",0
3,2,79,740,54,18,"\N",0
1,14,79,740,54,18,"\N",0
21,30,79,740,1,19,"1",10
20,22,79,740,1,19,"2",8
19,33,79,740,11,19,"3",6
22,39,79,740,11,19,"4",5
18,27,79,740,12,19,"5",4
16,40,79,740,12,19,"6",3
15,15,79,740,54,19,"\N",0
1,8,79,740,54,19,"\N",0
6,18,79,740,54,19,"\N",0
15,21,79,740,54,19,"\N",0
16,4,79,740,54,19,"\N",0
17,11,79,740,54,19,"\N",0
22,17,79,740,54,19,"\N",0
20,13,79,740,54,19,"\N",0
18,31,79,740,54,19,"\N",0
3,35,79,740,54,19,"\N",0
19,41,79,740,54,19,"\N",0
21,32,79,740,54,19,"\N",0
3,2,79,740,54,19,"\N",0
1,14,79,740,54,19,"\N",0
21,30,79,740,1,20,"1",10
20,22,79,740,1,20,"2",8
19,33,79,740,11,20,"3",6
22,39,79,740,11,20,"4",5
18,27,79,740,12,20,"5",4
16,40,79,740,12,20,"6",3
15,15,79,740,54,20,"\N",0
1,8,79,740,54,20,"\N",0
6,18,79,740,54,20,"\N",0
15,21,79,740,54,20,"\N",0
16,4,79,740,54,20,"\N",0
17,11,79,740,54,20,"\N",0
22,17,79,740,54,20,"\N",0
20,13,79,740,54,20,"\N",0
18,31,79,740,54,20,"\N",0
3,35,79,740,54,20,"\N",0
19,41,79,740,54,20,"\N",0
21,32,79,740,54,20,"\N",0
3,2,79,740,54,20,"\N",0
1,14,79,740,54,20,"\N",0
6,4,80,741,1,1,"1",10
17,8,80,741,1,1,"2",8
15,30,80,741,1,1,"3",6
16,18,80,741,11,1,"4",5
20,15,80,741,11,1,"5",4
21,21,80,741,11,1,"6",3
19,23,80,741,11,1,"7",2
22,35,80,741,11,1,"8",1
18,22,80,741,11,1,"9",0
6,14,80,741,11,1,"10",0
3,11,80,741,11,1,"11",0
16,17,80,741,12,1,"12",0
17,33,80,741,13,1,"13",0
1,2,80,741,14,1,"14",0
15,39,80,741,14,1,"15",0
20,31,80,741,5,1,"\N",0
21,27,80,741,29,1,"\N",0
18,40,80,741,29,1,"\N",0
22,13,80,741,9,1,"\N",0
19,32,80,741,32,1,"\N",0
6,4,80,741,1,2,"1",10
17,8,80,741,1,2,"2",8
15,30,80,741,1,2,"3",6
16,18,80,741,11,2,"4",5
20,15,80,741,11,2,"5",4
21,21,80,741,11,2,"6",3
19,23,80,741,11,2,"7",2
22,35,80,741,11,2,"8",1
18,22,80,741,11,2,"9",0
6,14,80,741,11,2,"10",0
3,11,80,741,11,2,"11",0
16,17,80,741,12,2,"12",0
17,33,80,741,13,2,"13",0
1,2,80,741,14,2,"14",0
15,39,80,741,14,2,"15",0
20,31,80,741,5,2,"\N",0
21,27,80,741,29,2,"\N",0
18,40,80,741,29,2,"\N",0
22,13,80,741,9,2,"\N",0
19,32,80,741,32,2,"\N",0
6,4,80,741,1,3,"1",10
17,8,80,741,1,3,"2",8
15,30,80,741,1,3,"3",6
16,18,80,741,11,3,"4",5
20,15,80,741,11,3,"5",4
21,21,80,741,11,3,"6",3
19,23,80,741,11,3,"7",2
22,35,80,741,11,3,"8",1
18,22,80,741,11,3,"9",0
6,14,80,741,11,3,"10",0
3,11,80,741,11,3,"11",0
16,17,80,741,12,3,"12",0
17,33,80,741,13,3,"13",0
1,2,80,741,14,3,"14",0
15,39,80,741,14,3,"15",0
20,31,80,741,5,3,"\N",0
21,27,80,741,29,3,"\N",0
18,40,80,741,29,3,"\N",0
22,13,80,741,9,3,"\N",0
19,32,80,741,32,3,"\N",0
6,4,80,741,1,4,"1",10
17,8,80,741,1,4,"2",8
15,30,80,741,1,4,"3",6
16,18,80,741,11,4,"4",5
20,15,80,741,11,4,"5",4
21,21,80,741,11,4,"6",3
19,23,80,741,11,4,"7",2
22,35,80,741,11,4,"8",1
18,22,80,741,11,4,"9",0
6,14,80,741,11,4,"10",0
3,11,80,741,11,4,"11",0
16,17,80,741,12,4,"12",0
17,33,80,741,13,4,"13",0
1,2,80,741,14,4,"14",0
15,39,80,741,14,4,"15",0
20,31,80,741,5,4,"\N",0
21,27,80,741,29,4,"\N",0
18,40,80,741,29,4,"\N",0
22,13,80,741,9,4,"\N",0
19,32,80,741,32,4,"\N",0
6,4,80,741,1,5,"1",10
17,8,80,741,1,5,"2",8
15,30,80,741,1,5,"3",6
16,18,80,741,11,5,"4",5
20,15,80,741,11,5,"5",4
21,21,80,741,11,5,"6",3
19,23,80,741,11,5,"7",2
22,35,80,741,11,5,"8",1
18,22,80,741,11,5,"9",0
6,14,80,741,11,5,"10",0
3,11,80,741,11,5,"11",0
16,17,80,741,12,5,"12",0
17,33,80,741,13,5,"13",0
1,2,80,741,14,5,"14",0
15,39,80,741,14,5,"15",0
20,31,80,741,5,5,"\N",0
21,27,80,741,29,5,"\N",0
18,40,80,741,29,5,"\N",0
22,13,80,741,9,5,"\N",0
19,32,80,741,32,5,"\N",0
6,4,80,741,1,6,"1",10
17,8,80,741,1,6,"2",8
15,30,80,741,1,6,"3",6
16,18,80,741,11,6,"4",5
20,15,80,741,11,6,"5",4
21,21,80,741,11,6,"6",3
19,23,80,741,11,6,"7",2
22,35,80,741,11,6,"8",1
18,22,80,741,11,6,"9",0
6,14,80,741,11,6,"10",0
3,11,80,741,11,6,"11",0
16,17,80,741,12,6,"12",0
17,33,80,741,13,6,"13",0
1,2,80,741,14,6,"14",0
15,39,80,741,14,6,"15",0
20,31,80,741,5,6,"\N",0
21,27,80,741,29,6,"\N",0
18,40,80,741,29,6,"\N",0
22,13,80,741,9,6,"\N",0
19,32,80,741,32,6,"\N",0
6,4,80,741,1,7,"1",10
17,8,80,741,1,7,"2",8
15,30,80,741,1,7,"3",6
16,18,80,741,11,7,"4",5
20,15,80,741,11,7,"5",4
21,21,80,741,11,7,"6",3
19,23,80,741,11,7,"7",2
22,35,80,741,11,7,"8",1
18,22,80,741,11,7,"9",0
6,14,80,741,11,7,"10",0
3,11,80,741,11,7,"11",0
16,17,80,741,12,7,"12",0
17,33,80,741,13,7,"13",0
1,2,80,741,14,7,"14",0
15,39,80,741,14,7,"15",0
20,31,80,741,5,7,"\N",0
21,27,80,741,29,7,"\N",0
18,40,80,741,29,7,"\N",0
22,13,80,741,9,7,"\N",0
19,32,80,741,32,7,"\N",0
6,4,80,741,1,8,"1",10
17,8,80,741,1,8,"2",8
15,30,80,741,1,8,"3",6
16,18,80,741,11,8,"4",5
20,15,80,741,11,8,"5",4
21,21,80,741,11,8,"6",3
19,23,80,741,11,8,"7",2
22,35,80,741,11,8,"8",1
18,22,80,741,11,8,"9",0
6,14,80,741,11,8,"10",0
3,11,80,741,11,8,"11",0
16,17,80,741,12,8,"12",0
17,33,80,741,13,8,"13",0
1,2,80,741,14,8,"14",0
15,39,80,741,14,8,"15",0
20,31,80,741,5,8,"\N",0
21,27,80,741,29,8,"\N",0
18,40,80,741,29,8,"\N",0
22,13,80,741,9,8,"\N",0
19,32,80,741,32,8,"\N",0
6,4,80,741,1,9,"1",10
17,8,80,741,1,9,"2",8
15,30,80,741,1,9,"3",6
16,18,80,741,11,9,"4",5
20,15,80,741,11,9,"5",4
21,21,80,741,11,9,"6",3
19,23,80,741,11,9,"7",2
22,35,80,741,11,9,"8",1
18,22,80,741,11,9,"9",0
6,14,80,741,11,9,"10",0
3,11,80,741,11,9,"11",0
16,17,80,741,12,9,"12",0
17,33,80,741,13,9,"13",0
1,2,80,741,14,9,"14",0
15,39,80,741,14,9,"15",0
20,31,80,741,5,9,"\N",0
21,27,80,741,29,9,"\N",0
18,40,80,741,29,9,"\N",0
22,13,80,741,9,9,"\N",0
19,32,80,741,32,9,"\N",0
6,4,80,741,1,10,"1",10
17,8,80,741,1,10,"2",8
15,30,80,741,1,10,"3",6
16,18,80,741,11,10,"4",5
20,15,80,741,11,10,"5",4
21,21,80,741,11,10,"6",3
19,23,80,741,11,10,"7",2
22,35,80,741,11,10,"8",1
18,22,80,741,11,10,"9",0
6,14,80,741,11,10,"10",0
3,11,80,741,11,10,"11",0
16,17,80,741,12,10,"12",0
17,33,80,741,13,10,"13",0
1,2,80,741,14,10,"14",0
15,39,80,741,14,10,"15",0
20,31,80,741,5,10,"\N",0
21,27,80,741,29,10,"\N",0
18,40,80,741,29,10,"\N",0
22,13,80,741,9,10,"\N",0
19,32,80,741,32,10,"\N",0
6,4,80,741,1,11,"1",10
17,8,80,741,1,11,"2",8
15,30,80,741,1,11,"3",6
16,18,80,741,11,11,"4",5
20,15,80,741,11,11,"5",4
21,21,80,741,11,11,"6",3
19,23,80,741,11,11,"7",2
22,35,80,741,11,11,"8",1
18,22,80,741,11,11,"9",0
6,14,80,741,11,11,"10",0
3,11,80,741,11,11,"11",0
16,17,80,741,12,11,"12",0
17,33,80,741,13,11,"13",0
1,2,80,741,14,11,"14",0
15,39,80,741,14,11,"15",0
20,31,80,741,5,11,"\N",0
21,27,80,741,29,11,"\N",0
18,40,80,741,29,11,"\N",0
22,13,80,741,9,11,"\N",0
19,32,80,741,32,11,"\N",0
6,4,80,741,1,12,"1",10
17,8,80,741,1,12,"2",8
15,30,80,741,1,12,"3",6
16,18,80,741,11,12,"4",5
20,15,80,741,11,12,"5",4
21,21,80,741,11,12,"6",3
19,23,80,741,11,12,"7",2
22,35,80,741,11,12,"8",1
18,22,80,741,11,12,"9",0
6,14,80,741,11,12,"10",0
3,11,80,741,11,12,"11",0
16,17,80,741,12,12,"12",0
17,33,80,741,13,12,"13",0
1,2,80,741,14,12,"14",0
15,39,80,741,14,12,"15",0
20,31,80,741,5,12,"\N",0
21,27,80,741,29,12,"\N",0
18,40,80,741,29,12,"\N",0
22,13,80,741,9,12,"\N",0
19,32,80,741,32,12,"\N",0
6,4,80,741,1,13,"1",10
17,8,80,741,1,13,"2",8
15,30,80,741,1,13,"3",6
16,18,80,741,11,13,"4",5
20,15,80,741,11,13,"5",4
21,21,80,741,11,13,"6",3
19,23,80,741,11,13,"7",2
22,35,80,741,11,13,"8",1
18,22,80,741,11,13,"9",0
6,14,80,741,11,13,"10",0
3,11,80,741,11,13,"11",0
16,17,80,741,12,13,"12",0
17,33,80,741,13,13,"13",0
1,2,80,741,14,13,"14",0
15,39,80,741,14,13,"15",0
20,31,80,741,5,13,"\N",0
21,27,80,741,29,13,"\N",0
18,40,80,741,29,13,"\N",0
22,13,80,741,9,13,"\N",0
19,32,80,741,32,13,"\N",0
6,4,80,741,1,14,"1",10
17,8,80,741,1,14,"2",8
15,30,80,741,1,14,"3",6
16,18,80,741,11,14,"4",5
20,15,80,741,11,14,"5",4
21,21,80,741,11,14,"6",3
19,23,80,741,11,14,"7",2
22,35,80,741,11,14,"8",1
18,22,80,741,11,14,"9",0
6,14,80,741,11,14,"10",0
3,11,80,741,11,14,"11",0
16,17,80,741,12,14,"12",0
17,33,80,741,13,14,"13",0
1,2,80,741,14,14,"14",0
15,39,80,741,14,14,"15",0
20,31,80,741,5,14,"\N",0
21,27,80,741,29,14,"\N",0
18,40,80,741,29,14,"\N",0
22,13,80,741,9,14,"\N",0
19,32,80,741,32,14,"\N",0
6,4,80,741,1,15,"1",10
17,8,80,741,1,15,"2",8
15,30,80,741,1,15,"3",6
16,18,80,741,11,15,"4",5
20,15,80,741,11,15,"5",4
21,21,80,741,11,15,"6",3
19,23,80,741,11,15,"7",2
22,35,80,741,11,15,"8",1
18,22,80,741,11,15,"9",0
6,14,80,741,11,15,"10",0
3,11,80,741,11,15,"11",0
16,17,80,741,12,15,"12",0
17,33,80,741,13,15,"13",0
1,2,80,741,14,15,"14",0
15,39,80,741,14,15,"15",0
20,31,80,741,5,15,"\N",0
21,27,80,741,29,15,"\N",0
18,40,80,741,29,15,"\N",0
22,13,80,741,9,15,"\N",0
19,32,80,741,32,15,"\N",0
6,4,80,741,1,16,"1",10
17,8,80,741,1,16,"2",8
15,30,80,741,1,16,"3",6
16,18,80,741,11,16,"4",5
20,15,80,741,11,16,"5",4
21,21,80,741,11,16,"6",3
19,23,80,741,11,16,"7",2
22,35,80,741,11,16,"8",1
18,22,80,741,11,16,"9",0
6,14,80,741,11,16,"10",0
3,11,80,741,11,16,"11",0
16,17,80,741,12,16,"12",0
17,33,80,741,13,16,"13",0
1,2,80,741,14,16,"14",0
15,39,80,741,14,16,"15",0
20,31,80,741,5,16,"\N",0
21,27,80,741,29,16,"\N",0
18,40,80,741,29,16,"\N",0
22,13,80,741,9,16,"\N",0
19,32,80,741,32,16,"\N",0
6,4,80,741,1,17,"1",10
17,8,80,741,1,17,"2",8
15,30,80,741,1,17,"3",6
16,18,80,741,11,17,"4",5
20,15,80,741,11,17,"5",4
21,21,80,741,11,17,"6",3
19,23,80,741,11,17,"7",2
22,35,80,741,11,17,"8",1
18,22,80,741,11,17,"9",0
6,14,80,741,11,17,"10",0
3,11,80,741,11,17,"11",0
16,17,80,741,12,17,"12",0
17,33,80,741,13,17,"13",0
1,2,80,741,14,17,"14",0
15,39,80,741,14,17,"15",0
20,31,80,741,5,17,"\N",0
21,27,80,741,29,17,"\N",0
18,40,80,741,29,17,"\N",0
22,13,80,741,9,17,"\N",0
19,32,80,741,32,17,"\N",0
6,4,80,741,1,18,"1",10
17,8,80,741,1,18,"2",8
15,30,80,741,1,18,"3",6
16,18,80,741,11,18,"4",5
20,15,80,741,11,18,"5",4
21,21,80,741,11,18,"6",3
19,23,80,741,11,18,"7",2
22,35,80,741,11,18,"8",1
18,22,80,741,11,18,"9",0
6,14,80,741,11,18,"10",0
3,11,80,741,11,18,"11",0
16,17,80,741,12,18,"12",0
17,33,80,741,13,18,"13",0
1,2,80,741,14,18,"14",0
15,39,80,741,14,18,"15",0
20,31,80,741,5,18,"\N",0
21,27,80,741,29,18,"\N",0
18,40,80,741,29,18,"\N",0
22,13,80,741,9,18,"\N",0
19,32,80,741,32,18,"\N",0
6,4,80,741,1,19,"1",10
17,8,80,741,1,19,"2",8
15,30,80,741,1,19,"3",6
16,18,80,741,11,19,"4",5
20,15,80,741,11,19,"5",4
21,21,80,741,11,19,"6",3
19,23,80,741,11,19,"7",2
22,35,80,741,11,19,"8",1
18,22,80,741,11,19,"9",0
6,14,80,741,11,19,"10",0
3,11,80,741,11,19,"11",0
16,17,80,741,12,19,"12",0
17,33,80,741,13,19,"13",0
1,2,80,741,14,19,"14",0
15,39,80,741,14,19,"15",0
20,31,80,741,5,19,"\N",0
21,27,80,741,29,19,"\N",0
