"ID_RESULTADO_CONSTRUTORES","ID_RESULTADOS","ID_CONSTRUTOR","PONTOS_RESULTADO_CONSTRUTOR"
6262,6262,4,9
6263,6263,32,6
6264,6264,3,4
6265,6265,27,3
6266,6266,1,2
6267,6267,21,1
6268,6268,54,0
6269,6269,34,0
6270,6270,56,0
6271,6271,25,0
6272,6272,51,0
6273,6273,6,0
6274,6274,57,0
6275,6275,58,0
6276,6276,45,0
6277,6277,4,9
6278,6278,27,10
6279,6279,34,3
6280,6280,3,2
6281,6281,21,1
6282,6282,25,0
6283,6283,56,0
6284,6284,57,0
6285,6285,1,0
6286,6286,32,0
6287,6287,58,0
6288,6288,51,0
6289,6289,6,0
6290,6290,45,0
6291,6291,54,0
6292,6292,34,9
6293,6293,21,6
6294,6294,56,4
6295,6295,1,3
6296,6296,6,2
6297,6297,27,1
6298,6298,25,0
6299,6299,4,0
6300,6300,57,0
6301,6301,51,0
6302,6302,3,0
6303,6303,45,0
6304,6304,32,0
6305,6305,54,0
6306,6306,58,0
6307,6307,27,9
6308,6308,3,10
6309,6309,4,3
6310,6310,25,2
6311,6311,6,1
6312,6312,56,0
6313,6313,32,0
6314,6314,54,0
6315,6315,1,0
6316,6316,21,0
6317,6317,51,0
6318,6318,34,0
6319,6319,57,0
6320,6320,58,0
6321,6321,45,0
6322,6322,3,9
6323,6323,27,6
6324,6324,34,4
6325,6325,21,3
6326,6326,6,2
6327,6327,56,1
6328,6328,32,0
6329,6329,54,0
6330,6330,4,0
6331,6331,51,0
6332,6332,25,0
6333,6333,1,0
6334,6334,45,0
6335,6335,58,0
6336,6336,57,0
6337,6337,3,10
6338,6338,27,10
6339,6339,34,3
6340,6340,4,2
6341,6341,1,0
6342,6342,6,0
6343,6343,21,0
6344,6344,25,0
6345,6345,56,0
6346,6346,45,0
6347,6347,54,0
6348,6348,51,0
6349,6349,32,0
6350,6350,58,0
6351,6351,57,0
6352,6352,3,13
6353,6353,34,6
6354,6354,25,5
6355,6355,1,1
6356,6356,21,0
6357,6357,6,0
6358,6358,56,0
6359,6359,4,0
6360,6360,27,0
6361,6361,54,0
6362,6362,32,0
6363,6363,51,0
6364,6364,45,0
6365,6365,57,0
6366,6366,27,9
6367,6367,3,10
6368,6368,34,3
6369,6369,51,2
6370,6370,6,1
6371,6371,32,0
6372,6372,21,0
6373,6373,25,0
6374,6374,1,0
6375,6375,54,0
6376,6376,57,0
6377,6377,4,0
6378,6378,45,0
6379,6379,56,0
6380,6380,4,9
6381,6381,3,10
6382,6382,27,3
6383,6383,34,2
6384,6384,32,1
6385,6385,1,0
6386,6386,6,0
6387,6387,56,0
6388,6388,54,0
6389,6389,21,0
6390,6390,51,0
6391,6391,25,0
6392,6392,45,0
6393,6393,57,0
6394,6394,34,9
6395,6395,4,6
6396,6396,27,4
6397,6397,3,3
6398,6398,25,2
6399,6399,1,1
6400,6400,6,0
6401,6401,32,0
6402,6402,54,0
6403,6403,51,0
6404,6404,45,0
6405,6405,21,0
6406,6406,57,0
6407,6407,56,0
6408,6408,34,9
6409,6409,3,10
6410,6410,32,3
6411,6411,56,2
6412,6412,27,1
6413,6413,1,0
6414,6414,6,0
6415,6415,4,0
6416,6416,45,0
6417,6417,25,0
6418,6418,54,0
6419,6419,21,0
6420,6420,51,0
6421,6421,57,0
6422,6422,3,15
6423,6423,27,4
6424,6424,1,3
6425,6425,6,2
6426,6426,34,1
6427,6427,25,0
6428,6428,56,0
6429,6429,32,0
6430,6430,21,0
6431,6431,57,0
6432,6432,4,0
6433,6433,51,0
6434,6434,45,0
6435,6435,54,0
6436,6436,3,15
6437,6437,27,6
6438,6438,32,4
6439,6439,4,0
6440,6440,54,0
6441,6441,56,0
6442,6442,6,0
6443,6443,1,0
6444,6444,25,0
6445,6445,21,0
6446,6446,51,0
6447,6447,34,0
6448,6448,45,0
6449,6449,57,0
13705,6450,204,0
13704,6451,4,0
13703,6452,25,0
13702,6453,59,0
13701,6454,6,0
13700,6455,57,0
13699,6456,3,0
13698,6457,21,0
13697,6458,58,0
13696,6459,56,1
13695,6460,1,4
13688,6461,3,0
13687,6462,57,0
13686,6463,58,0
13685,6464,56,0
13684,6465,4,0
13683,6466,1,0
13682,6467,21,0
13681,6468,6,3
13680,6469,25,3
13679,6470,32,4
13678,6471,27,15
6480,6472,6,15
6481,6473,25,4
6482,6474,32,5
6483,6475,34,1
6484,6476,59,0
6485,6477,3,0
6486,6478,1,0
6487,6479,21,0
6488,6480,56,0
6489,6481,4,0
6490,6482,54,0
6491,6483,27,0
6492,6484,58,0
6493,6485,57,0
6494,6486,60,0
13717,6487,1,0
13716,6488,57,0
13715,6489,21,0
13714,6490,204,0
13713,6491,58,0
13712,6492,25,1
13711,6493,27,2
13710,6494,32,3
13709,6495,3,4
13708,6496,6,15
13734,6497,3,0
13733,6498,204,0
13732,6499,54,0
13731,6500,1,0
13730,6501,58,0
13729,6502,56,0
13728,6503,4,0
13727,6504,21,0
13726,6505,25,3
13725,6506,6,3
13724,6507,32,10
13723,6508,27,9
13749,6509,3,0
13748,6510,59,0
13747,6511,58,0
13746,6512,56,0
13745,6513,54,0
13744,6514,1,1
13743,6515,21,2
13742,6516,32,3
13741,6517,25,4
13740,6518,27,6
13739,6519,6,9
13765,6520,54,0
13764,6521,25,0
13763,6522,4,0
13762,6523,204,0
13761,6524,21,1
13760,6525,27,2
13759,6526,1,3
13758,6527,32,4
13757,6528,3,6
13756,6529,6,9
13782,6530,56,0
13781,6531,51,0
13780,6532,58,0
13779,6533,21,0
13778,6534,32,0
13777,6535,1,0
13776,6536,59,0
13775,6537,27,0
13774,6538,25,2
13773,6539,3,4
13772,6540,6,6
13771,6541,4,13
13796,6542,21,0
13795,6543,57,0
13794,6544,58,0
13793,6545,32,0
13792,6546,27,1
13791,6547,6,2
13790,6548,1,3
13789,6549,25,4
13788,6550,4,6
13787,6551,3,9
13828,6552,56,0
13827,6553,4,0
13826,6554,32,0
13825,6555,59,0
13824,6556,204,0
13823,6557,58,0
13822,6558,25,0
13821,6559,21,1
13820,6560,1,2
6604,6561,3,11
6605,6562,6,9
6606,6563,27,4
6607,6564,4,1
6608,6565,25,0
6609,6566,1,0
6610,6567,34,0
6611,6568,57,0
6612,6569,21,0
6613,6570,58,0
6614,6571,54,0
6615,6572,32,0
6616,6573,59,0
6617,6574,56,0
6618,6575,60,0
13841,6576,4,0
13840,6577,59,0
13839,6578,58,0
13838,6579,25,0
13837,6580,32,0
13836,6581,21,1
13835,6582,204,3
13834,6583,27,6
13833,6584,6,6
13832,6585,3,9
13858,6586,59,0
13857,6587,27,0
13856,6588,4,0
13855,6589,21,0
13854,6590,51,0
13853,6591,54,0
13852,6592,56,0
13851,6593,25,1
13850,6594,32,2
13849,6595,204,3
13848,6596,3,4
13847,6597,6,15
13876,6598,21,0
13875,6599,4,0
13874,6600,62,0
13873,6601,27,0
13872,6602,51,0
13871,6603,32,0
13870,6604,58,0
13869,6605,56,0
13868,6606,182,0
13867,6607,1,1
13866,6608,25,2
13865,6609,6,9
13864,6610,3,13
13891,6611,57,0
13890,6612,3,0
13889,6613,21,0
13888,6614,182,0
13887,6615,56,0
13886,6616,1,1
13885,6617,54,2
13884,6618,58,3
13883,6619,25,4
13882,6620,4,6
13881,6621,6,9
13400,6622,3,0
13399,6623,63,0
13398,6624,27,0
13397,6625,58,0
13396,6626,54,0
13395,6627,59,0
13394,6628,56,0
13393,6629,6,0
13392,6630,1,3
13391,6631,25,4
13390,6632,34,6
13389,6633,32,9
13415,6634,1,0
13414,6635,3,0
13413,6636,21,0
13412,6637,27,0
13411,6638,54,0
13410,6639,25,1
13409,6640,58,2
13408,6641,32,3
13407,6642,34,4
13406,6643,56,6
13405,6644,6,9
13435,6645,55,0
13434,6646,4,0
13433,6647,60,0
13432,6648,6,0
13431,6649,59,0
13430,6650,63,0
13429,6651,1,0
13428,6652,21,0
13427,6653,54,0
13426,6654,27,2
13425,6655,3,3
13424,6656,34,4
13423,6657,25,6
13422,6658,32,9
13453,6659,4,0
13452,6660,63,0
13451,6661,59,0
13450,6662,1,0
13449,6663,54,0
13448,6664,58,0
13447,6665,56,0
13446,6666,3,0
13445,6667,21,1
13444,6668,27,2
13443,6669,25,4
13442,6670,32,6
13441,6671,6,9
13473,6672,54,0
13472,6673,63,0
13471,6674,27,0
13470,6675,58,0
13469,6676,57,0
13468,6677,3,0
13467,6678,32,0
13466,6679,4,0
13465,6680,56,0
13464,6681,6,0
13463,6682,1,0
13462,6683,21,1
13461,6684,59,4
13460,6685,34,6
13459,6686,25,9
13492,6687,34,0
13491,6688,21,0
13490,6689,59,0
13489,6690,4,0
13488,6691,58,0
13487,6692,63,0
13486,6693,57,0
13485,6694,54,0
13484,6695,3,0
13483,6696,65,0
13482,6697,1,0
13481,6698,25,1
13480,6699,27,2
13479,6700,6,4
13478,6701,32,9
13508,6702,21,0
13507,6703,4,0
13506,6704,25,0
13505,6705,6,0
13504,6706,54,0
13503,6707,3,0
13502,6708,63,0
13501,6709,1,1
13500,6710,34,2
13499,6711,59,3
13498,6712,27,4
13497,6713,32,9
13524,6714,3,0
13523,6715,60,0
13522,6716,54,0
13521,6717,6,0
13520,6718,27,0
13519,6719,56,1
13518,6720,58,2
13517,6721,1,3
13516,6722,32,4
13515,6723,21,6
13514,6724,34,9
13541,6725,65,0
13540,6726,54,0
13539,6727,6,0
13538,6728,58,0
13537,6729,25,0
13536,6730,21,0
13535,6731,27,0
13534,6732,59,1
13533,6733,3,2
13532,6734,34,3
13531,6735,1,4
13530,6736,32,9
13557,6737,59,0
13556,6738,21,0
13555,6739,4,0
13554,6740,54,0
13553,6741,27,0
13552,6742,63,0
13551,6743,1,1
13550,6744,58,2
13549,6745,25,3
13548,6746,34,6
13547,6747,6,9
13574,6748,63,0
13573,6749,3,0
13572,6750,1,0
13571,6751,57,0
13570,6752,21,0
13569,6753,6,0
13568,6754,34,0
13567,6755,25,2
13566,6756,56,3
13565,6757,27,4
13564,6758,59,6
13563,6759,32,9
13590,6760,59,0
13589,6761,58,0
13588,6762,65,0
13587,6763,1,0
13586,6764,34,0
13585,6765,63,1
13584,6766,27,2
13583,6767,56,3
13582,6768,6,4
13581,6769,25,6
13580,6770,32,9
13609,6771,3,0
13608,6772,4,0
13607,6773,63,0
13606,6774,60,0
13605,6775,65,0
13604,6776,58,0
13603,6777,59,0
13602,6778,1,0
13601,6779,27,0
13600,6780,6,1
13599,6781,56,2
13598,6782,34,4
13597,6783,32,9
13624,6784,58,0
13623,6785,3,0
13622,6786,59,0
13621,6787,25,0
13620,6788,57,0
13619,6789,56,0
13618,6790,32,1
13617,6791,1,2
13616,6792,27,3
13615,6793,6,4
13614,6794,34,9
13640,6795,58,0
13639,6796,27,0
13638,6797,25,0
13637,6798,65,0
13636,6799,57,0
13635,6800,1,1
13634,6801,56,2
13633,6802,4,3
13632,6803,59,4
13631,6804,3,6
13630,6805,6,9
13657,6806,54,0
13656,6807,4,0
13655,6808,34,0
13654,6809,32,0
13653,6810,3,0
13652,6811,1,0
13651,6812,57,1
13650,6813,25,2
13649,6814,21,3
13648,6815,59,6
13647,6816,6,9
13144,6817,58,0
13143,6818,37,0
13142,6819,63,0
13141,6820,57,1
13140,6821,32,2
13139,6822,56,3
13138,6823,6,4
13137,6824,34,6
13136,6825,59,9
13156,6826,25,0
13155,6827,27,0
13154,6828,63,0
13153,6829,34,0
13152,6830,58,1
13151,6831,32,2
13150,6832,56,3
13149,6833,1,6
13148,6834,6,9
13169,6835,32,0
13168,6836,56,0
13167,6837,57,0
13166,6838,63,0
13165,6839,34,1
13164,6840,1,3
13163,6841,25,4
13162,6842,59,6
13161,6843,6,9
13182,6844,37,0
13181,6845,27,0
13180,6846,1,0
13179,6847,67,1
13178,6848,56,2
13177,6849,25,3
13176,6850,59,4
13175,6851,6,6
13174,6852,32,9
13197,6853,58,0
13196,6854,56,0
13195,6855,37,0
13194,6856,63,0
13193,6857,25,0
13192,6858,27,0
13191,6859,34,1
13190,6860,1,3
13189,6861,59,4
13188,6862,6,6
13187,6863,32,9
13211,6864,67,0
13210,6865,57,0
13209,6866,63,0
13208,6867,27,0
13207,6868,58,1
13206,6869,32,2
13205,6870,1,3
13204,6871,6,6
13203,6872,59,9
13227,6873,68,0
13226,6874,67,0
13225,6875,37,0
13224,6876,64,0
13223,6877,1,0
13222,6878,34,1
13221,6879,58,2
13220,6880,63,3
13219,6881,25,4
13218,6882,6,6
13217,6883,32,9
13243,6884,68,0
13242,6885,64,0
13241,6886,58,0
13240,6887,67,0
13239,6888,57,0
13238,6889,32,1
13237,6890,34,2
13236,6891,25,3
13235,6892,6,4
13234,6893,1,6
13233,6894,27,9
13260,6895,59,0
13259,6896,37,0
13258,6897,63,0
13257,6898,25,0
13256,6899,56,0
13255,6900,64,0
13254,6901,27,0
13253,6902,57,0
13252,6903,6,2
13251,6904,1,4
13250,6905,34,6
13249,6906,32,9
13277,6907,4,0
13276,6908,25,0
13275,6909,56,0
13274,6910,59,0
13273,6911,37,0
13272,6912,67,0
13271,6913,63,0
13270,6914,58,0
13269,6915,27,1
13268,6916,34,2
13267,6917,32,4
13266,6918,6,6
13265,6919,1,9
13292,6920,32,0
13291,6921,64,0
13290,6922,58,0
13289,6923,25,0
13288,6924,37,0
13287,6925,57,1
13286,6926,63,2
13285,6927,34,4
13284,6928,59,6
13283,6929,6,9
13306,6930,67,0
13305,6931,56,0
13304,6932,37,0
13303,6933,64,0
13302,6934,1,1
13301,6935,25,2
13300,6936,34,4
13299,6937,6,6
13298,6938,58,9
13323,6939,70,0
13322,6940,58,0
13321,6941,63,0
13320,6942,37,0
13319,6943,1,0
13318,6944,67,0
13317,6945,34,0
13316,6946,57,2
13315,6947,56,3
13314,6948,59,4
13313,6949,27,6
13312,6950,6,9
13340,6951,4,0
13339,6952,59,0
13338,6953,34,0
13337,6954,64,0
13336,6955,27,0
13335,6956,37,0
13334,6957,25,1
13333,6958,57,2
13332,6959,1,3
13331,6960,58,4
13330,6961,6,6
13329,6962,32,9
13356,6963,34,0
13355,6964,63,0
13354,6965,58,0
13353,6966,64,0
13352,6967,27,0
13351,6968,57,2
13350,6969,6,3
13349,6970,59,4
13348,6971,32,6
13347,6972,1,9
13371,6973,6,0
13370,6974,32,0
13369,6975,37,0
13368,6976,67,0
13367,6977,63,1
13366,6978,57,2
13365,6979,58,3
13364,6980,1,4
13363,6981,25,6
13362,6982,59,9
13384,6983,59,0
13383,6984,63,0
13382,6985,34,0
13381,6986,27,2
13380,6987,58,3
13379,6988,25,4
13378,6989,6,6
13377,6990,1,9
12904,6991,204,0
12903,6992,3,0
12902,6993,59,0
12901,6994,1,1
12900,6995,37,3
12899,6996,58,4
12898,6997,25,6
12897,6998,6,9
12919,6999,59,0
12918,7000,63,0
12917,7001,32,0
12916,7002,37,0
12915,7003,58,0
12914,7004,73,1
12913,7005,67,2
12912,7006,25,3
12911,7007,1,6
12910,7008,6,9
12934,7009,63,0
12933,7010,37,0
12932,7011,204,0
12931,7012,57,0
12930,7013,58,0
12929,7014,56,1
12928,7015,1,2
12927,7016,27,3
12926,7017,25,4
12925,7018,6,9
12949,7019,70,0
12948,7020,27,0
12947,7021,63,0
12946,7022,58,0
12945,7023,59,0
12944,7024,57,2
12943,7025,204,3
12942,7026,32,4
12941,7027,6,6
12940,7028,1,9
12966,7029,182,0
12965,7030,59,0
12964,7031,58,0
12963,7032,70,0
12962,7033,67,0
12961,7034,1,1
12960,7035,63,2
12959,7036,25,3
12958,7037,27,4
12957,7038,6,9
12982,7039,27,0
12981,7040,59,0
12980,7041,67,0
12979,7042,204,0
12978,7043,58,0
12977,7044,56,1
12976,7045,1,2
12975,7046,37,3
12974,7047,25,6
12973,7048,6,9
12998,7049,57,0
12997,7050,32,0
12996,7051,64,0
12995,7052,63,0
12994,7053,58,0
12993,7054,204,0
12992,7055,37,0
12991,7056,1,2
12990,7057,27,3
12989,7058,6,4
12988,7059,25,9
13012,7060,27,0
13011,7061,59,0
13010,7062,58,0
13009,7063,37,0
13008,7064,32,2
13007,7065,204,3
13006,7066,67,4
13005,7067,25,6
13004,7068,1,9
13028,7069,32,0
13027,7070,1,0
13026,7071,204,0
13025,7072,64,0
13024,7073,56,1
13023,7074,63,2
13022,7075,58,3
13021,7076,67,4
13020,7077,25,6
13019,7078,6,9
13043,7079,64,0
13042,7080,56,0
13041,7081,63,0
13040,7082,6,0
13039,7083,58,0
13038,7084,67,0
13037,7085,32,2
13036,7086,204,3
13035,7087,25,6
13034,7088,1,9
13057,7089,182,0
13056,7090,25,0
13055,7091,63,0
13054,7092,64,0
13053,7093,37,1
13052,7094,1,3
13051,7095,32,4
13050,7096,27,6
13049,7097,67,9
13072,7098,67,0
13071,7099,57,0
13070,7100,64,0
13069,7101,63,0
13068,7102,37,1
13067,7103,25,2
13066,7104,58,3
13065,7105,32,4
13064,7106,6,6
13063,7107,1,9
13088,7108,64,0
13087,7109,56,0
13086,7110,32,0
13085,7111,63,0
13084,7112,67,0
13083,7113,57,0
13082,7114,58,0
13081,7115,25,2
13080,7116,27,4
13079,7117,6,6
13078,7118,37,9
13102,7119,63,0
13101,7120,57,0
13100,7121,58,0
13099,7122,67,0
13098,7123,37,0
13097,7124,204,0
13096,7125,6,1
13095,7126,32,4
13094,7127,25,6
13093,7128,1,9
13115,7129,64,0
13114,7130,58,0
13113,7131,56,0
13112,7132,63,0
13111,7133,67,1
13110,7134,37,2
13109,7135,6,4
13108,7136,25,6
13107,7137,1,9
13130,7138,59,0
13129,7139,72,0
13128,7140,58,0
13127,7141,64,0
13126,7142,27,0
13125,7143,6,2
13124,7144,63,3
13123,7145,1,4
13122,7146,25,6
13121,7147,32,9
12566,7148,202,0
12565,7149,26,0
12564,7150,37,0
12563,7151,32,0
12562,7152,67,0
12561,7153,25,2
12560,7154,6,3
12559,7155,34,4
12558,7156,64,6
12557,7157,1,9
12582,7158,202,0
12581,7159,56,0
12580,7160,26,0
12579,7161,3,0
12578,7162,63,0
12577,7163,32,0
12576,7164,73,0
12575,7165,64,1
12574,7166,6,3
12573,7167,1,6
12572,7168,34,9
12598,7169,64,0
12597,7170,3,0
12596,7171,73,0
12595,7172,66,0
12594,7173,32,0
12593,7174,202,0
12592,7175,67,0
12591,7176,75,0
12590,7177,1,1
12589,7178,6,2
12588,7179,34,6
12587,7180,25,9
12613,7181,73,0
12612,7182,57,0
12611,7183,26,0
12610,7184,6,0
12609,7185,63,0
12608,7186,3,0
12607,7187,37,1
12606,7188,202,44317
12605,7189,34,2
12604,7190,32,3
12603,7191,1,44320
12629,7192,73,0
12628,7193,63,0
12627,7194,202,0
12626,7195,37,0
12625,7196,64,0
12624,7197,67,0
12623,7198,25,2
12622,7199,32,3
12621,7200,34,4
12620,7201,1,6
12619,7202,6,9
12644,7203,75,0
12643,7204,56,0
12642,7205,67,0
12641,7206,63,0
12640,7207,66,0
12639,7208,1,0
12638,7209,202,1
12637,7210,34,4
12636,7211,25,6
12635,7212,6,9
12784,7213,63,0
12783,7214,3,0
12782,7215,66,0
12781,7216,64,0
12780,7217,32,0
12779,7218,1,0
12778,7219,25,0
12777,7220,75,1
12776,7221,67,2
12801,7222,63,0
12800,7223,1,0
12799,7224,32,0
12798,7225,37,0
12797,7226,3,0
12796,7227,56,0
12795,7228,57,0
12794,7229,25,0
12793,7230,67,0
12792,7231,75,0
12791,7232,202,1
12790,7233,34,3
12816,7234,66,0
12815,7235,57,0
12814,7236,34,0
12813,7237,63,0
12812,7238,3,0
12811,7239,32,0
12810,7240,202,0
12809,7241,75,0
12808,7242,25,1
12807,7243,73,2
12832,7244,56,0
12831,7245,76,0
12830,7246,32,0
12829,7247,202,0
12828,7248,73,0
12827,7249,63,0
12826,7250,75,0
12825,7251,6,0
12824,7252,37,2
12823,7253,64,3
12847,7254,1,0
12846,7255,56,0
12845,7256,73,0
12844,7257,25,0
12843,7258,64,0
12842,7259,37,0
12841,7260,57,1
12840,7261,75,2
12839,7262,202,3
12838,7263,6,4
12863,7264,66,0
12862,7265,203,0
12861,7266,3,0
12860,7267,75,0
12859,7268,34,0
12858,7269,57,0
12857,7270,63,0
12856,7271,25,0
12855,7272,6,1
12854,7273,32,1
12853,7274,1,44317
12879,7275,75,0
12878,7276,37,0
12877,7277,203,0
12876,7278,3,0
12875,7279,32,0
12874,7280,57,0
12873,7281,56,0
12872,7282,25,0
12871,7283,202,1
12870,7284,64,2
12893,7285,34,0
12892,7286,57,0
12891,7287,202,0
12890,7288,56,0
12889,7289,67,0
12888,7290,37,0
12887,7291,25,1
12886,7292,32,2
12352,7293,26,0
12351,7294,37,0
12350,7295,34,0
12349,7296,25,1
12348,7297,66,2
12347,7298,6,6
12346,7299,1,9
12363,7300,37,0
12362,7301,25,0
12361,7302,34,0
12360,7303,63,3
12359,7304,32,4
12358,7305,6,6
12357,7306,1,9
12375,7307,26,0
12374,7308,63,0
12373,7309,80,1
12372,7310,37,2
12371,7311,25,3
12370,7312,1,4
12369,7313,66,6
12368,7314,34,9
12388,7315,77,0
12387,7316,63,0
12386,7317,66,0
12385,7318,34,0
12384,7319,64,0
12383,7320,58,0
12382,7321,25,2
12381,7322,37,3
12380,7323,1,4
12379,7324,6,9
12403,7325,57,0
12402,7326,80,0
12401,7327,58,0
12400,7328,34,0
12399,7329,77,0
12398,7330,37,0
12397,7331,26,0
12396,7332,66,2
12395,7333,25,4
12394,7334,6,6
12393,7335,1,9
12417,7336,57,0
12416,7337,64,0
12415,7338,66,0
12414,7339,26,0
12413,7340,34,1
12412,7341,1,2
12411,7342,6,3
12410,7343,58,4
12409,7344,25,6
12408,7345,32,9
12431,7346,57,0
12430,7347,37,0
12429,7348,34,0
12428,7349,80,0
12427,7350,26,1
12426,7351,58,2
12425,7352,1,3
12424,7353,64,4
12423,7354,25,9
12446,7355,58,0
12445,7356,26,0
12444,7357,80,0
12443,7358,66,0
12442,7359,57,0
12441,7360,37,0
12440,7361,32,0
12439,7362,34,0
12438,7363,25,2
12437,7364,1,4
12436,7365,6,9
12458,7366,26,0
12457,7367,58,0
12456,7368,37,0
12455,7369,66,0
12454,7370,80,0
12453,7371,1,1
12452,7372,25,3
12451,7373,6,6
12450,7374,32,9
12474,7375,77,0
12473,7376,80,0
12472,7377,37,0
12471,7378,63,0
12470,7379,26,0
12469,7380,66,0
12468,7381,58,0
12467,7382,34,1
12466,7383,6,3
12465,7384,32,4
12464,7385,1,6
12463,7386,25,9
12491,7387,64,0
12490,7388,1,0
12489,7389,79,0
12488,7390,63,0
12487,7391,66,0
12486,7392,26,0
12485,7393,37,0
12484,7394,58,1
12483,7395,32,3
12482,7396,34,4
12481,7397,25,6
12480,7398,6,9
12506,7399,79,0
12505,7400,26,0
12504,7401,77,0
12503,7402,63,0
12502,7403,58,0
12501,7404,37,1
12500,7405,6,2
12499,7406,64,4
12498,7407,1,6
12497,7408,34,9
12521,7409,77,0
12520,7410,37,0
12519,7411,6,0
12518,7412,58,0
12517,7413,26,0
12516,7414,34,2
12515,7415,80,3
12514,7416,25,4
12513,7417,1,6
12512,7418,32,9
12536,7419,67,0
12535,7420,26,0
12534,7421,63,0
12533,7422,34,0
12532,7423,73,0
12531,7424,25,2
12530,7425,64,3
12529,7426,32,4
12528,7427,6,6
12527,7428,1,9
12552,7429,80,0
12551,7430,57,0
12550,7431,32,0
12549,7432,6,0
12548,7433,58,0
12547,7434,66,0
12546,7435,26,0
12545,7436,25,1
12544,7437,1,3
12543,7438,64,4
12542,7439,34,9
12182,7440,80,0
12181,7441,37,0
12180,7442,66,0
12179,7443,34,1
12178,7444,1,2
12177,7445,6,3
12176,7446,25,6
12036,7447,34,0
12035,7448,80,0
12034,7449,66,1
12033,7450,6,3
12032,7451,1,4
12031,7452,25,6
12030,7453,32,9
12191,7454,80,0
12190,7455,63,0
12189,7456,34,0
12188,7457,58,1
12187,7458,6,3
12186,7459,32,4
12200,7460,34,0
12199,7461,37,0
12198,7462,66,2
12197,7463,1,3
12196,7464,58,4
12195,7465,25,6
12194,7466,32,9
12211,7467,58,0
12210,7468,63,0
12209,7469,1,0
12208,7470,81,1
12207,7471,66,2
12206,7472,34,3
12205,7473,32,4
12204,7474,25,9
12222,7475,6,0
12221,7476,58,0
12220,7477,37,0
12219,7478,63,0
12218,7479,34,0
12217,7480,1,2
12216,7481,32,6
12215,7482,25,9
12232,7483,66,0
12231,7484,37,0
12230,7485,6,1
12229,7486,34,3
12228,7487,25,4
12227,7488,32,6
12226,7489,1,9
12267,7490,63,0
12266,7491,58,0
12265,7492,66,0
12264,7493,1,0
12263,7494,37,1
12262,7495,6,2
12261,7496,34,4
12279,7497,58,0
12278,7498,57,0
12277,7499,80,0
12276,7500,6,0
12275,7501,66,0
12274,7502,34,1
12273,7503,25,2
12272,7504,37,3
12289,7505,32,0
12288,7506,58,0
12287,7507,63,0
12286,7508,80,1
12285,7509,66,2
12284,7510,1,3
12283,7511,37,4
12282,7512,25,9
12299,7513,80,0
12298,7514,58,0
12297,7515,32,1
12296,7516,34,2
12295,7517,63,3
12294,7518,1,4
12293,7519,25,9
12309,7520,80,0
12308,7521,1,0
12307,7522,6,0
12306,7523,66,2
12305,7524,34,3
12304,7525,63,4
12303,7526,25,6
12302,7527,32,9
12319,7528,37,0
12318,7529,6,0
12317,7530,63,0
12316,7531,34,1
12315,7532,25,3
12314,7533,1,4
12313,7534,32,9
12331,7535,34,0
12330,7536,37,0
12329,7537,80,1
12328,7538,25,2
12327,7539,66,3
12326,7540,58,4
12325,7541,32,6
12324,7542,1,9
12341,7543,58,0
12340,7544,66,0
12339,7545,80,0
12338,7546,1,3
12337,7547,34,4
12336,7548,37,6
12335,7549,32,9
12056,7550,32,0
12055,7551,66,0
12054,7552,34,0
12053,7553,37,1
12052,7554,63,2
12051,7555,6,4
12050,7556,1,6
12065,7557,82,0
12064,7558,66,0
12063,7559,25,0
12062,7560,34,1
12061,7561,37,2
12060,7562,6,3
12059,7563,32,6
12074,7564,82,0
12073,7565,25,0
12072,7566,34,0
12071,7567,37,1
12070,7568,1,2
12069,7569,63,3
12068,7570,6,6
12083,7571,34,0
12082,7572,63,0
12081,7573,82,1
12080,7574,1,2
12079,7575,25,3
12078,7576,32,4
12077,7577,6,6
12103,7578,6,0
12102,7579,34,0
12101,7580,66,0
12100,7581,82,1
12099,7582,37,2
12098,7583,63,3
12097,7584,1,4
12096,7585,25,6
12111,7586,34,0
12110,7587,1,0
12109,7588,63,1
12108,7589,37,2
12107,7590,82,4
12106,7591,32,6
12105,7592,25,9
12121,7593,66,0
12120,7594,34,0
12119,7595,37,0
12118,7596,6,1
12117,7597,82,3
12116,7598,1,4
12115,7599,25,6
12114,7600,32,9
12131,7601,63,0
12130,7602,25,0
12129,7603,34,1
12128,7604,1,2
12127,7605,66,3
12126,7606,37,4
12125,7607,6,9
12142,7608,81,0
12141,7609,37,0
12140,7610,25,0
12139,7611,66,1
12138,7612,82,2
12137,7613,63,3
12136,7614,1,6
12135,7615,32,9
12152,7616,37,0
12151,7617,6,0
12150,7618,66,1
12149,7619,34,2
12148,7620,1,4
12147,7621,63,6
12146,7622,32,9
12162,7623,37,0
12161,7624,63,0
12160,7625,82,1
12159,7626,6,2
12158,7627,34,3
12157,7628,1,10
12156,7629,25,9
12171,7630,63,0
12170,7631,34,0
12169,7632,32,0
12168,7633,6,2
12167,7634,37,3
12166,7635,1,4
12165,7636,25,9
11846,7637,34,0
11845,7638,63,0
11844,7639,1,1
11843,7640,82,2
11842,7641,180,3
11841,7642,25,6
11840,7643,6,9
11856,7644,63,0
11855,7645,34,0
11854,7646,1,2
11853,7647,66,3
11852,7648,82,4
11851,7649,6,6
11850,7650,25,9
11865,7651,66,0
11864,7652,63,1
11863,7653,180,2
